Me identifico,Tengo,Argentina,Años de experiencia,Años en el puesto actual,¿Tenés gente a cargo?,Nivel de estudios alcanzado,Estado,Carrera,Realizaste cursos de especialización,Trabajo de,Tecnologías que utilizás,Tecnologías que utilizás,Tecnologías que utilizás,Automation o funcional?,Tecnologías que utilizás,Tecnologías que utilizás,¿Tenés guardias?,Cuánto cobrás por guardia (en tu moneda local),"¿Porcentaje, bruto o neto?",Tipo de contrato,Salario mensual (en tu moneda local),¿Bruto o neto?,¿Qué tan conforme estás con tu sueldo?,Cómo creés que está tu sueldo con respecto a enero 2018,Recibís algún tipo de bono,A qué está atado el bono,¿Tuviste ajustes por inflación lo que va del año?,¿De qué % fue el ajuste?,Cantidad de empleados,¿Cambiaste de empresa en los últimos 6 meses?,¿Cuál fue el principal motivo de cambio?,Beneficios extra
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,9,4,0,Universitario,En curso,Licenciatura en Ciencias de la computacion,No,Developer,,"HTML, Javascript",,,,,No,0,Porcentaje de mi sueldo,Full-Time,61000,Bruto,2,2,Menos de un sueldo,Performance individual,Uno,15,201-500,No,No cambié de empresa,"Capacitaciones y/o cursos, Clases de idiomas, Laptop, Licencia de paternidad/maternidad extendida, Playroom, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,10+,4,2,Terciario,Completado,,No,Developer,,"Java, Dart",,,,,No,0,Porcentaje de mi sueldo,Full-Time,61000,Neto,2,1,No,No recibo bono,Uno,12,11-50,No,No cambié de empresa,"Abono de celular y/o Internet, Laptop, Stock options / Shares"
Hombre,34 - 36,Córdoba,10+,2,0,Universitario,Completado,Ing en Sistemas,No,Developer,,PHP,,,,,No,0,Porcentaje de mi sueldo,Full-Time,61000,Neto,3,3,No,No recibo bono,Dos,12,51-100,No,No cambié de empresa,"Aumento por inflación, Bonos por desempeño, Capacitaciones y/o cursos, Horarios flexibles, Laptop, Playroom, Snacks, golosinas, bebidas, Stock options / Shares, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,34 - 36,GBA,10+,1,0,Universitario,Incompleto,Ingenieria en sistemas informaticos,"Sí, de forma particular, Sí, los pagó un empleador",Developer,,".NET, C#, HTML",,,,,No,0,Bruto,Full-Time,61000,Bruto,4,4,Un sueldo,Performance individual,No,0,1001-2000,No,No cambié de empresa,"Abono de celular y/o Internet, Aumento por inflación, Bonos por desempeño, Capacitaciones y/o cursos, Clases de idiomas, Laptop, WFH (Trabajar desde casa)"
Mujer,34 - 36,Ciudad Autónoma de Buenos Aires,10+,Menos de un año,0,Universitario,Incompleto,Diseño de Imagen y Sonido,"Sí, de forma particular, Sí, los pagó un empleador",UX Analyst,,,,,,,,,,Full-Time,61100,Bruto,4,2,De uno a tres sueldos,Mix de las anteriores,Uno,10,5001-10000,No,No cambié de empresa,"Bonos por desempeño, Comidas pagas/subvencionadas, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Guardería, Horarios flexibles, Laptop, Licencia de paternidad/maternidad extendida, Masajes, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,6,6,2,Universitario,Completado,Ingenieria en sistemas,"Sí, los pagó un empleador",SysAdmin / DevOps,"Linux, Windows, VMWare","Javascript, Poweshell",,,,,"Sí, pasiva",3100,Bruto,Full-Time,61300,Bruto,3,3,No,No recibo bono,Dos,25,51-100,No,No cambié de empresa,"Aumento por inflación, Capacitaciones y/o cursos, Laptop"
Hombre,27 - 30,GBA,5,2,0,Universitario,En curso,Ingeniería en Sistemas,No,Developer,,"CSS, HTML, Java, Javascript, jQuery, NodeJS, Objective-C, Ruby, Swift, Elixir, Crystal",,,,,No,0,Porcentaje de mi sueldo,Part-Time,61500,Bruto,2,3,Menos de un sueldo,Performance de la compañía,No,0,11-50,No,No cambié de empresa,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Laptop, Licencia de paternidad/maternidad extendida, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,41 - 45,Ciudad Autónoma de Buenos Aires,10+,5,6,Universitario,Completado,Ingeniería en sistemas,No,PM,,,,,,,,,,Full-Time,62000,Bruto,3,2,De uno a tres sueldos,Mix de las anteriores,Uno,15,2001-5000,No,No cambié de empresa,"Abono de celular y/o Internet, Bonos por desempeño, Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Licencia de paternidad/maternidad extendida, Playroom, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,10+,5,0,Universitario,En curso,Ingieneria en sistemas,"Sí, de forma particular",Analista,,,,,,,,,,Full-Time,62000,Bruto,3,3,De uno a tres sueldos,Mix de las anteriores,Más de dos,20,201-500,No,No cambié de empresa,"Aumento por inflación, Bonos por desempeño, Descuentos en gimnasios, Horarios flexibles, Licencia de paternidad/maternidad extendida, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,10+,5,6,Universitario,Incompleto,ingenieria en sistemas,"Sí, de forma particular",Developer,,".NET, C#, HTML, Javascript, jQuery, Python",,,,,No,0,Porcentaje de mi sueldo,Full-Time,62000,Bruto,2,2,De uno a tres sueldos,Mix de las anteriores,Uno,6,10001+,No,No cambié de empresa,"Aumento por inflación, Bonos por desempeño, Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Laptop, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, WFH (Trabajar desde casa)"
Mujer,31 - 33,Ciudad Autónoma de Buenos Aires,8,1,5,Universitario,Completado,Lic en administración de empresas ,"Sí, de forma particular, Sí, los pagó un empleador",Recruiter / HR,,,,,,,,,,Full-Time,62000,Bruto,3,3,Menos de un sueldo,Mix de las anteriores,Uno,10,51-100,No,No cambié de empresa,"Aumento por inflación, Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Horarios flexibles, Laptop, Licencia de paternidad/maternidad extendida, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,10+,3,0,Universitario,Completado,Ingenieria Industrial,No,Developer,,"Microstrategy, PL/SQL",,,,,"Sí, pasiva",0,Bruto,Full-Time,62000,Bruto,3,2,Menos de un sueldo,Performance de la compañía,Uno,10,10001+,No,No cambié de empresa,"Aumento por inflación, Comidas pagas/subvencionadas"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,10+,10+,0,Universitario,Completado,Ingeniería en informática,"Sí, de forma particular, Sí, los pagó un empleador",SysAdmin / DevOps,"AIX, HP-UX, Linux, Solaris, Windows, Amazon Web Services, Azure, Docker / Containers, VMWare","C++, HTML, Perl, PHP",,,,,No,0,Porcentaje de mi sueldo,Full-Time,62000,Bruto,3,3,No,No recibo bono,Uno,15,51-100,No,No cambié de empresa,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Laptop, Playroom, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,10+,6,20,Universitario,Completado,Licenciado en ciencias de la computación,"Sí, los pagó un empleador",Gerente de Sistemas,,,,,,,,,,Full-Time,62000,Neto,3,1,No,No recibo bono,Uno,5,501-1000,No,No cambié de empresa,"Abono de celular y/o Internet, Laptop, OSDE grupo familiar"
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,10+,3,0,Universitario,En curso,Ingeniería en Sistemas Informáticos,"Sí, de forma particular, Sí, los pagó un empleador",SysAdmin / DevOps,"Windows, Azure",.NET,,,,,No,0,Bruto,Full-Time,62000,Bruto,3,2,De uno a tres sueldos,Performance individual,Uno,10,1001-2000,No,No cambié de empresa,"Abono de celular y/o Internet, Aumento por inflación, Bonos por desempeño, Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Guardería, Horarios flexibles, Laptop, Licencia de paternidad/maternidad extendida, Masajes, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,41 - 45,Ciudad Autónoma de Buenos Aires,10+,5,5,Posgrado,Completado,Ingeniero informatico,No,Architect,,,,,,,,,,Full-Time,62000,Neto,1,1,De uno a tres sueldos,Performance de la compañía,Uno,9,10001+,No,No cambié de empresa,Abono de celular y/o Internet
Hombre,46 - 49,Córdoba,10+,4,0,Universitario,Completado,sistemas,No,Architect,,,,,,,,,,Full-Time,62000,Bruto,3,1,De uno a tres sueldos,Performance de la compañía,Uno,9,10001+,No,No cambié de empresa,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Guardería, Horarios flexibles, Laptop, Playroom, Snacks, golosinas, bebidas, Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,37 - 40,Neuquén,10+,Menos de un año,0,Universitario,Incompleto,Ing. en Ciencias de la Computación,"Sí, de forma particular",Developer,,"CSS, Go, HTML, Javascript, jQuery, NodeJS, PHP, Python, Ruby",,,,,No,0,Bruto,Remoto (empresa de otro país),62000,Neto,4,4,No,No recibo bono,No,0,1-10,No,No cambié de empresa,"Capacitaciones y/o cursos, Clases de idiomas"
Hombre,41 - 45,Provincia de Buenos Aires,10+,10+,0,Universitario,Completado,Sistemas,"Sí, de forma particular, Sí, los pagó un empleador",SysAdmin / DevOps,"Windows, Amazon Web Services, VMWare, Novell","Python, VB *",,,,,"Sí, pasiva",0,Porcentaje de mi sueldo,Full-Time,62000,Bruto,3,2,No,No recibo bono,No,0,201-500,No,No cambié de empresa,Comidas pagas/subvencionadas
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,10+,1,0,Terciario,Completado,Analista de Sistemas,"Sí, de forma particular",Developer,,"CSS, HTML, Javascript, Angular",,,,,No,0,Bruto,Full-Time,62500,Bruto,3,3,De uno a tres sueldos,Mix de las anteriores,Uno,13,11-50,No,No cambié de empresa,"Aumento por inflación, Bonos por desempeño, Capacitaciones y/o cursos, Clases de idiomas, Laptop"
Hombre,41 - 45,Ciudad Autónoma de Buenos Aires,10+,6,0,Universitario,Completado,Analista de sistemas,"Sí, de forma particular, Sí, los pagó un empleador",DBA,,,,,,Oracle,No,0,Porcentaje de mi sueldo,Full-Time,63000,Bruto,2,2,No,No recibo bono,Uno,25,501-1000,No,No cambié de empresa,"Abono de celular y/o Internet, Laptop, WFH (Trabajar desde casa)"
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,10+,2,0,Universitario,Incompleto,Análisis de sistemas,"Sí, los pagó un empleador",Middleware,,,,,,,,,,Tercerizado (trabajo a través de consultora o agencia),63000,Bruto,3,3,No,No recibo bono,Uno,5,1-10,No,No cambié de empresa,"Horarios flexibles, Laptop"
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,10+,1,0,Universitario,Completado,Ingeniería en informática ,No,Developer,,"Java, Javascript",,,,,No,0,Porcentaje de mi sueldo,Full-Time,63000,Bruto,3,1,De uno a tres sueldos,Performance de la compañía,Uno,11,2001-5000,No,No cambié de empresa,"Aumento por inflación, Bonos por desempeño, Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Laptop, Licencia de paternidad/maternidad extendida, Playroom, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,8,1,0,Secundario,Completado,,"Sí, de forma particular",Networking,,,,,,,No,0,Bruto,Full-Time,64000,Bruto,3,2,Un sueldo,Performance de la compañía,Más de dos,18,501-1000,No,No cambié de empresa,"Abono de celular y/o Internet, Aumento por inflación, Capacitaciones y/o cursos, Comidas pagas/subvencionadas, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Laptop"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,10+,1,0,Universitario,En curso,Ingenieria en Computacion,"Sí, de forma particular, Sí, los pagó un empleador",Security Specialist,,,,,,,,,,Full-Time,64000,Bruto,4,3,De uno a tres sueldos,Mix de las anteriores,Dos,16,101-200,No,No cambié de empresa,"Aumento por inflación, Bonos por desempeño, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Horarios flexibles, Laptop, Playroom, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,10+,Menos de un año,0,Universitario,En curso,Licenciatura en Sistemas de Informacion de las Organizaciones,"Sí, de forma particular, Sí, los pagó un empleador",SysAdmin / DevOps,"Windows, Azure",".NET, VB *",,,,,"Sí, pasiva",0,Porcentaje de mi sueldo,Full-Time,64000,Bruto,4,2,Un sueldo,Mix de las anteriores,Uno,10,10001+,Sí,Desafíos profesionales,"Aumento por inflación, Bonos por desempeño, Capacitaciones y/o cursos, Clases de idiomas, Cuota para universidad, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Laptop, WFH (Trabajar desde casa)"
Hombre,37 - 40,Provincia de Buenos Aires,10+,2,0,Terciario,Incompleto,,"Sí, de forma particular, Sí, los pagó un empleador",Architect,,,,,,,,,,Full-Time,64000,Bruto,3,3,Menos de un sueldo,acuerdo sindical,No,0,501-1000,No,No cambié de empresa,"Abono de celular y/o Internet, Clases de idiomas, Comidas pagas/subvencionadas, Laptop, Viáticos"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,9,6,0,Universitario,Completado,Analisis de sistemas,No,Developer,,"HTML, Java, Javascript, Python, Scala",,,,,No,0,Bruto,Full-Time,65000,Bruto,3,2,De uno a tres sueldos,Mix de las anteriores,Uno,8,2001-5000,No,No cambié de empresa,"Comidas pagas/subvencionadas, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Laptop, Licencia de paternidad/maternidad extendida, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,10+,3,0,Universitario,En curso,Ingenieria en Sistemas,No,QA / Tester,,,,Mix,Quality Manager,,,,,Full-Time,65000,Bruto,4,2,De uno a tres sueldos,Mix de las anteriores,Uno,20,2001-5000,No,No cambié de empresa,"Aumento por inflación, Bonos por desempeño, Descuentos en gimnasios, Guardería, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)"
Mujer,31 - 33,Ciudad Autónoma de Buenos Aires,9,3,5,Posgrado,Completado,Lic en Psicología,"Sí, de forma particular, Sí, los pagó un empleador",Recruiter / HR,,,,,,,,,,Freelance,65000,Neto,3,1,No,No recibo bono,No,0,1-10,No,No cambié de empresa,"Horarios flexibles, WFH (Trabajar desde casa)"
Hombre,41 - 45,Ciudad Autónoma de Buenos Aires,10+,10+,2,Terciario,Completado,sistemas,"Sí, de forma particular, Sí, los pagó un empleador",DBA,,,,,,"Informix, MySQL/MariaDB, Oracle, PostgreSQL, open edge","Sí, pasiva",40,Neto,Full-Time,65000,Neto,3,2,Menos de un sueldo,Mix de las anteriores,Dos,15,101-200,No,No cambié de empresa,"Abono de celular y/o Internet, Aumento por inflación, Bonos por desempeño, Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Laptop"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,8,5,0,Universitario,En curso,Licenciatura en análisis de sistemas,No,Developer,,"CSS, HTML, Java, Javascript",,,,,No,0,Bruto,Full-Time,65000,Bruto,3,3,De uno a tres sueldos,Mix de las anteriores,Uno,18,501-1000,No,No cambié de empresa,"Capacitaciones y/o cursos, Comidas pagas/subvencionadas, Descuentos en gimnasios, Horarios flexibles, Licencia de paternidad/maternidad extendida, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,10+,3,0,Secundario,Completado,Bachiller Contable,"Sí, de forma particular",SysAdmin / DevOps,"Linux, Windows, Amazon Web Services, Azure, Docker / Containers, VMWare","Python, Bash",,,,,No,0,Bruto,Full-Time,65000,Bruto,3,3,De uno a tres sueldos,Performance individual,No,0,10001+,Sí,Salario,"Aumento por inflación, Bonos por desempeño, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Laptop, Licencia de paternidad/maternidad extendida, Stock options / Shares, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, WFH (Trabajar desde casa)"
Mujer,27 - 30,Ciudad Autónoma de Buenos Aires,4,Menos de un año,0,Universitario,Completado,Ing electrónica ,No,Developer,,Python,,,,,No,0,Bruto,Full-Time,65000,Bruto,3,2,De uno a tres sueldos,Performance individual,Uno,15,1001-2000,Sí,Mayor comodidad,"Bonos por desempeño, Capacitaciones y/o cursos, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Playroom, WFH (Trabajar desde casa)"
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,10+,5,4,Terciario,Incompleto,Ingeniería en sistemaa,"Sí, de forma particular, Sí, los pagó un empleador",SysAdmin / DevOps,"*BSD, Linux, Windows, Amazon Web Services, Azure, Docker / Containers","Go, Java, Javascript, NodeJS, PHP, Python",,,,,"Sí, activa",0,Bruto,Full-Time,65000,Bruto,3,3,No,No recibo bono,Uno,10,101-200,No,No cambié de empresa,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Laptop, Licencia de paternidad/maternidad extendida, WFH (Trabajar desde casa), Al inició del ciclo escolar te dan un bono por cada hijo para stapless"
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,10+,Menos de un año,0,Universitario,En curso,Lic en sistemas ,"Sí, los pagó un empleador",Developer,,"C, C++, CSS, HTML, Java, Javascript, Python",,,,,"Sí, pasiva",0,Porcentaje de mi sueldo,Full-Time,65000,Bruto,4,3,Un sueldo,Mix de las anteriores,Uno,15,501-1000,Sí,Salario,"Aumento por inflación, Bonos por desempeño, Clases de idiomas, Guardería, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,7,1,2,Terciario,Incompleto,Programador de Video Juegos,"Sí, de forma particular",Líder Técnico,,,,,,,,,,Full-Time,65000,Bruto,3,3,No,No recibo bono,No,0,1-10,Sí,Salario,"Abono de celular y/o Internet, Horarios flexibles, sueldo en moneda extranjera, 2000 euros"
Hombre,41 - 45,Ciudad Autónoma de Buenos Aires,10+,Menos de un año,0,Universitario,Incompleto,Ing. Informática,No,SysAdmin / DevOps,"Linux, Amazon Web Services, Docker / Containers","HTML, Java, Python",,,,,"Sí, pasiva",0,Neto,Full-Time,65000,Bruto,3,3,De uno a tres sueldos,Performance de la compañía,No,0,101-200,Sí,Desafíos profesionales,"Aumento por inflación, Bonos por desempeño, Capacitaciones y/o cursos, Horarios flexibles, Laptop, Snacks, golosinas, bebidas, Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,10+,Menos de un año,0,Universitario,En curso,Lic. En sistemad,"Sí, de forma particular",Developer,,"Java, Python, Scala",,,,,"Sí, pasiva",0,Porcentaje de mi sueldo,Full-Time,65000,Bruto,3,3,Un sueldo,Mix de las anteriores,Uno,15,501-1000,Sí,Restricción período  de vacaciones,"Aumento por inflación, Bonos por desempeño, Descuentos en gimnasios"
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,10+,1,0,Universitario,Completado,Lic en Informatica,"Sí, de forma particular, Sí, los pagó un empleador",Architect,,,,,,,,,,Full-Time,65000,Bruto,3,3,No,No recibo bono,Uno,1.8,51-100,Sí,Desafíos profesionales,"Aumento por inflación, Capacitaciones y/o cursos, Descuentos en gimnasios, Laptop, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, WFH (Trabajar desde casa)"
