Me identifico,Tengo,Argentina,Años de experiencia,Años en el puesto actual,¿Tenés gente a cargo?,Nivel de estudios alcanzado,Estado,Carrera,Realizaste cursos de especialización,Trabajo de,Tecnologías que utilizás,Tecnologías que utilizás,Tecnologías que utilizás,Automation o funcional?,Tecnologías que utilizás,Tecnologías que utilizás,¿Tenés guardias?,Cuánto cobrás por guardia (en tu moneda local),"¿Porcentaje, bruto o neto?",Tipo de contrato,Salario mensual (en tu moneda local),¿Bruto o neto?,¿Qué tan conforme estás con tu sueldo?,Cómo creés que está tu sueldo con respecto a enero 2018,Recibís algún tipo de bono,A qué está atado el bono,¿Tuviste ajustes por inflación lo que va del año?,¿De qué % fue el ajuste?,Cantidad de empleados,¿Cambiaste de empresa en los últimos 6 meses?,¿Cuál fue el principal motivo de cambio?,Beneficios extra
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,8,1,0,Universitario,En curso,Ingeniería en Informática,No,Developer,,"CSS, HTML, Javascript, NodeJS",,,,,No,0,Bruto,Full-Time,57000,Neto,4,4,Un sueldo,Mix de las anteriores,Uno,22,101-200,No,No cambié de empresa,"Aumento por inflación, Bonos por desempeño, Clases de idiomas, Comidas pagas/subvencionadas, Horarios flexibles, Laptop, Masajes, Playroom, Snacks, golosinas, bebidas, Stock options / Shares, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,4,Menos de un año,0,Universitario,En curso,Ciencias de la Computación,No,Developer,,"CSS, HTML, Javascript, NodeJS",,,,,No,0,Bruto,Full-Time,57000,Bruto,3,2,No,No recibo bono,Uno,8,51-100,Sí,Salario,"Aumento por inflación, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)"
Mujer,34 - 36,Ciudad Autónoma de Buenos Aires,9,2,5,Universitario,Completado,Ingenieria en sistemas de informacion,"Sí, los pagó un empleador",PM,,,,,,,,,,Full-Time,57000,Bruto,2,1,No,No recibo bono,No,0,11-50,No,No cambié de empresa,"Clases de idiomas, Viajes al exterior"
Mujer,27 - 30,Santa Fe,5,2,2,Universitario,Completado,Ingeniería en Sistemas,No,PM,,,,,,,,,,Full-Time,57250,Bruto,3,2,Un sueldo,Performance individual,Dos,30,101-200,No,No cambié de empresa,"Abono de celular y/o Internet, Aumento por inflación, Bonos por desempeño, Capacitaciones y/o cursos, Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Laptop, Licencia de paternidad/maternidad extendida, WFH (Trabajar desde casa)"
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,8,4,0,Terciario,Completado,Analista en Sistemas,"Sí, de forma particular, Sí, los pagó un empleador",QA / Tester,,,,Funcional,"Postman, Jira, Chrome console, pairwiser",,,,,Full-Time,57400,Bruto,2,1,Un sueldo,Performance individual,Uno,11,101-200,No,No cambié de empresa,"Abono de celular y/o Internet, Aumento por inflación, Bonos por desempeño, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Laptop, Licencia de paternidad/maternidad extendida, Masajes, Playroom, Snacks, golosinas, bebidas, Stock options / Shares, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, Viáticos"
Hombre,34 - 36,Ciudad Autónoma de Buenos Aires,7,4,0,Universitario,Incompleto,Ingenieria de Sistemas,No,QA / Tester,,,,Automation,"Selenium, Robot Framework",,,,,Full-Time,57500,Neto,3,3,No,No recibo bono,Dos,16,101-200,No,No cambié de empresa,"Aumento por inflación, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Horarios flexibles, Laptop, Licencia de paternidad/maternidad extendida, Playroom, Snacks, golosinas, bebidas, Stock options / Shares, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,8,1,0,Universitario,Incompleto,Ingeniería en sistemas,"Sí, de forma particular",DBA,,,,,,Oracle,"Sí, activa",0,Neto,Full-Time,58000,Neto,3,2,De uno a tres sueldos,Mix de las anteriores,Uno,15,1001-2000,No,No cambié de empresa,"Aumento por inflación, Bonos por desempeño, Capacitaciones y/o cursos, Clases de idiomas, Cuota para universidad, Descuentos en gimnasios, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,7,2,0,Posgrado,En curso,Ing. En Sistemas,"Sí, de forma particular, Sí, los pagó un empleador",Developer,,"CSS, HTML, Java, Javascript, jQuery",,,,,No,0,Porcentaje de mi sueldo,Full-Time,58000,Bruto,3,3,No,No recibo bono,Uno,15,10001+,No,No cambié de empresa,"Comidas pagas/subvencionadas, Descuentos en gimnasios, Horarios flexibles"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,6,1,0,Universitario,Completado,Ingeniería en computación,"Sí, de forma particular",Developer,,"HTML, Javascript, NodeJS",,,,,No,0,Porcentaje de mi sueldo,Full-Time,58000,Bruto,3,3,Un sueldo,Mix de las anteriores,Uno,12,201-500,No,No cambié de empresa,"Aumento por inflación, Bonos por desempeño, Capacitaciones y/o cursos, Clases de idiomas, Cuota para universidad, Descuentos en gimnasios, Horarios flexibles, Laptop, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,10+,10+,3,Universitario,Completado,ING en sistemas informáticos,"Sí, de forma particular",SysAdmin / DevOps,"Linux, Windows, Azure",.NET,,,,,No,0,Porcentaje de mi sueldo,Full-Time,58000,Neto,2,2,No,No recibo bono,Uno,20,10001+,No,No cambié de empresa,"Abono de celular y/o Internet, Comidas pagas/subvencionadas, Cuota para universidad, Horarios flexibles"
Mujer,37 - 40,Santa Fe,10+,3,0,Universitario,Completado,Analista Universitario de Sistemas,"Sí, de forma particular",QA / Tester,,,,Mix,"Selenium, webdriverJS",,,,,Full-Time,58000,Bruto,3,2,Un sueldo,No está atado a nada,Uno,12.7,501-1000,No,No cambié de empresa,"Aumento por inflación, Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Guardería, Horarios flexibles, Laptop, Licencia de paternidad/maternidad extendida, Playroom, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,10+,4,0,Terciario,Incompleto,analista de sistemas,No,SysAdmin / DevOps,"Linux, Solaris","Perl, Python",,,,,No,0,Neto,Full-Time,59000,Neto,3,3,De uno a tres sueldos,Performance individual,Uno,15,1001-2000,No,No cambié de empresa,"Abono de celular y/o Internet, Descuentos en gimnasios, Laptop"
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,10+,10+,0,Universitario,Completado,Licenciatura en sistemas,"Sí, de forma particular",Developer,,".NET, C#, CSS, HTML, Java, Javascript, jQuery, VB *",,,,,No,0,Bruto,Full-Time,59000,Bruto,3,2,No,No recibo bono,No,0,11-50,No,No cambié de empresa,Ninguna de las anteriores
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,10+,2,0,Universitario,Completado,Ingeniería en Sistemas de Información (UTN),No,Developer,,"Java, Javascript, NodeJS",,,,,"Sí, pasiva",0,Porcentaje de mi sueldo,Full-Time,59000,Bruto,3,2,De uno a tres sueldos,Mix de las anteriores,Uno,5,1001-2000,No,No cambié de empresa,"Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Laptop"
Hombre,34 - 36,Santa Fe,10+,2,15,Universitario,Incompleto,Ing sistemas,"Sí, de forma particular, Sí, los pagó un empleador",PM,,,,,,,,,,Full-Time,59000,Bruto,3,3,No,No recibo bono,Más de dos,20,11-50,No,No cambié de empresa,"Aumento por inflación, Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Laptop, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,9,1,0,Secundario,Completado,,"Sí, de forma particular, Sí, los pagó un empleador",SysAdmin / DevOps,"Linux, Windows, VMWare","PHP, Python",,,,,No,0,Bruto,Full-Time,59100,Neto,3,2,No,No recibo bono,Uno,15,201-500,No,No cambié de empresa,"Horarios flexibles, Laptop, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,5,1,0,Universitario,Completado,Ciencias de la Computación,No,Developer,,"CSS, HTML, Java, Javascript, NodeJS, TypeScript",,,,,No,0,Porcentaje de mi sueldo,Full-Time,59970,Bruto,2,1,No,No recibo bono,No,0,501-1000,No,No cambié de empresa,"Aumento por inflación, Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles"
Hombre,41 - 45,Chubut,10+,10+,7,Universitario,Completado,Licenciatura en Informática,"Sí, de forma particular, Sí, los pagó un empleador",Help Desk + Networking + Storage + SysAdmin,,,,,,,,,,Full-Time,60000,Neto,3,3,No,No recibo bono,Uno,5,501-1000,No,No cambié de empresa,"Abono de celular y/o Internet, Guardería, Laptop"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,10+,3,1,Secundario,Completado,,"Sí, de forma particular, Sí, los pagó un empleador",Networking,,,,,,,"Sí, activa",0,Neto,Full-Time,60000,Bruto,3,3,Un sueldo,Performance individual,Uno,10,501-1000,No,Mejores beneficios,"Abono de celular y/o Internet, Bonos por desempeño, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Cuota para universidad, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Laptop, Licencia de paternidad/maternidad extendida, Masajes, Playroom, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, Viáticos, WFH (Trabajar desde casa)"
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,5,Menos de un año,0,Universitario,Completado,Ingenieria informatica,"Sí, de forma particular",Developer,,Python,,,,,No,0,Porcentaje de mi sueldo,Full-Time,60000,Bruto,4,3,Menos de un sueldo,Mix de las anteriores,Uno,6,201-500,Sí,Desafíos profesionales,"Aumento por inflación, Bonos por desempeño, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Horarios flexibles, Licencia de paternidad/maternidad extendida, Playroom, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos, WFH (Trabajar desde casa)"
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,4,3,3,Posgrado,En curso,Ingenieria Informatica,"Sí, de forma particular, Sí, los pagó un empleador",Architect,,,,,,,,,,Full-Time,60000,Bruto,2,3,3+ sueldos,Performance de la compañía,Dos,5,2001-5000,No,No cambié de empresa,"Aumento por inflación, Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Horarios flexibles, Laptop, Licencia de paternidad/maternidad extendida, Masajes, Playroom, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior"
Hombre,50+,Ciudad Autónoma de Buenos Aires,10+,4,12,Posgrado,Completado,Ingeniero Electrónica,"Sí, de forma particular, Sí, los pagó un empleador",Director de Informática,,,,,,,,,,Full-Time,60000,Neto,2,2,No,No recibo bono,Uno,10,201-500,No,No cambié de empresa,Ninguna de las anteriores
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,10+,4,0,Universitario,Incompleto,Lic. en Sistemas,"Sí, de forma particular, Sí, los pagó un empleador",Infosec,,,,,,,No,0,Porcentaje de mi sueldo,Full-Time,60000,Bruto,4,2,Un sueldo,Performance individual,Dos,15,1001-2000,No,No cambié de empresa,"Bonos por desempeño, Capacitaciones y/o cursos, Descuentos en gimnasios, Laptop, Licencia de paternidad/maternidad extendida, WFH (Trabajar desde casa)"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,9,4,0,Universitario,Incompleto,"Ingeniera en Sistemas, UBA",No,Developer,,"Objective-C, Swift",,,,,"Sí, pasiva",0,Bruto,Full-Time,60000,Bruto,2,2,No,Mix de las anteriores,Uno,12,11-50,No,No cambié de empresa,"Aumento por inflación, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Horarios flexibles, Laptop, Playroom, Snacks, golosinas, bebidas, Stock options / Shares, Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,10+,Menos de un año,1,Terciario,Incompleto,Analista de sistemas,No,Developer,,".NET, C#, CSS, Javascript, jQuery",,,,,No,0,Neto,Full-Time,60000,Bruto,3,3,No,No recibo bono,No,0,11-50,Sí,Salario,Ninguna de las anteriores
Mujer,27 - 30,Ciudad Autónoma de Buenos Aires,10+,4,3,Universitario,Completado,,"Sí, de forma particular, Sí, los pagó un empleador",Recruiter / HR,,,,,,,,,,Full-Time,60000,Bruto,3,4,De uno a tres sueldos,Performance individual,Uno,15,201-500,No,No cambié de empresa,"Aumento por inflación, Bonos por desempeño, Clases de idiomas, Descuentos en gimnasios, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Otros,37 - 40,Ciudad Autónoma de Buenos Aires,10+,4,4,Terciario,En curso,,"Sí, de forma particular",Developer,,".NET, C, C++, C#, CSS, HTML, Java, Javascript, jQuery, NodeJS, Python, Bash",,,,,No,0,Bruto,Tercerizado (trabajo a través de consultora o agencia),60000,Bruto,1,1,Menos de un sueldo,Performance de la compañía,No,13,2001-5000,No,Salario,"Bonos por desempeño, Descuentos en gimnasios, Snacks, golosinas, bebidas"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,6,6,0,Universitario,Completado,Ingeniería en Sistemas de Información,"Sí, los pagó un empleador",Developer,,".NET, C#, SSIS",,,,,No,0,Porcentaje de mi sueldo,Full-Time,60000,Bruto,3,2,De uno a tres sueldos,Performance individual,Uno,5,1001-2000,No,No cambié de empresa,"Aumento por inflación, Bonos por desempeño, Capacitaciones y/o cursos, Sueldo divido en dos pagos por mes"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,10+,4,12,Universitario,Completado,Ingeniería en Sistemas,"Sí, de forma particular, Sí, los pagó un empleador",Architect,,,,,,,,,,Full-Time,60000,Bruto,2,2,De uno a tres sueldos,Performance individual,Más de dos,25,10001+,No,No cambié de empresa,"Abono de celular y/o Internet, Aumento por inflación, Bonos por desempeño, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Guardería, Horarios flexibles, Laptop, Licencia de paternidad/maternidad extendida, Masajes, Snacks, golosinas, bebidas, Stock options / Shares, WFH (Trabajar desde casa)"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,10+,3,0,Universitario,Completado,Licenciatura en informática,"Sí, de forma particular, Sí, los pagó un empleador",Architect,,,,,,,,,,Full-Time,60000,Bruto,2,2,Menos de un sueldo,Mix de las anteriores,No,0,10001+,No,No cambié de empresa,"Bonos por desempeño, Capacitaciones y/o cursos, Horarios flexibles, Laptop, Licencia de paternidad/maternidad extendida, Sueldo divido en dos pagos por mes, WFH (Trabajar desde casa)"
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,10+,9,0,Universitario,Incompleto,Licenciatura en Informática,No,Developer,,"C, C++, Javascript, NodeJS",,,,,No,0,Neto,Full-Time,60000,Neto,4,4,No,No recibo bono,Más de dos,10,11-50,No,No cambié de empresa,"Aumento por inflación, Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,10+,5,5,Universitario,En curso,Ingeniería en computación ,"Sí, de forma particular, Sí, los pagó un empleador",PM,,,,,,,,,,Full-Time,60000,Neto,3,1,De uno a tres sueldos,Mix de las anteriores,Uno,8,2001-5000,No,No cambié de empresa,"Bonos por desempeño, Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Laptop, Licencia de paternidad/maternidad extendida, Snacks, golosinas, bebidas"
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,10+,5,5,Universitario,En curso,Ingeniería en computación ,"Sí, de forma particular, Sí, los pagó un empleador",PM,,,,,,,,,,Full-Time,60000,Neto,3,1,De uno a tres sueldos,Mix de las anteriores,Uno,8,2001-5000,No,No cambié de empresa,"Bonos por desempeño, Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Laptop, Licencia de paternidad/maternidad extendida, Snacks, golosinas, bebidas"
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,10+,10+,0,Terciario,Completado,,"Sí, de forma particular, Sí, los pagó un empleador",Developer,,".NET, C#, CSS, HTML, Java, Javascript, jQuery, NodeJS",,,,,No,0,Porcentaje de mi sueldo,Full-Time,60000,Neto,3,2,No,No recibo bono,Uno,20,501-1000,No,No cambié de empresa,"Aumento por inflación, Ninguna de las anteriores"
Hombre,21 - 23,Ciudad Autónoma de Buenos Aires,3,Menos de un año,0,Universitario,En curso,Ingeniería en Sistemas,No,SysAdmin / DevOps,"Linux, Amazon Web Services, Docker / Containers","Go, Java, Python",,,,,"Sí, pasiva",0,Porcentaje de mi sueldo,Full-Time,60000,Bruto,4,4,No,No recibo bono,No,0,101-200,Sí,Salario,"Aumento por inflación, Bonos por desempeño, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Horarios flexibles, Laptop, Playroom, Snacks, golosinas, bebidas, Stock options / Shares, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, Viáticos, WFH (Trabajar desde casa)"
Hombre,24 - 26,Ciudad Autónoma de Buenos Aires,6,Menos de un año,0,Secundario,Completado,,"Sí, de forma particular, Sí, los pagó un empleador",Developer,,"Go, Java, Python",,,,,"Sí, pasiva",0,Porcentaje de mi sueldo,Full-Time,60000,Bruto,4,4,De uno a tres sueldos,Mix de las anteriores,No,0,1001-2000,Sí,Desafíos profesionales,"Aumento por inflación, Bonos por desempeño, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Laptop, Masajes, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Hombre,41 - 45,Ciudad Autónoma de Buenos Aires,10+,2,6,Terciario,Completado,Analista IT,"Sí, de forma particular, Sí, los pagó un empleador",Coordinador IT,,,,,,,,,,Full-Time,60000,Bruto,3,2,No,No recibo bono,Uno,10,51-100,No,Salario,"Abono de celular y/o Internet, Aumento por inflación, Horarios flexibles, Laptop"
Hombre,50+,Ciudad Autónoma de Buenos Aires,10+,10+,19,Doctorado,Completado,Ciencian de la computacion,"Sí, de forma particular",Architect,,,,,,,,,,Full-Time,60000,Bruto,2,2,No,No recibo bono,No,0,11-50,No,No cambié de empresa,"Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,8,1,3,Universitario,En curso,Ingeniero en sistemas,"Sí, de forma particular",SysAdmin / DevOps,"Linux, Amazon Web Services, Azure, Docker / Containers, VMWare",Python,,,,,"Sí, pasiva",0,Bruto,Full-Time,60000,Bruto,3,3,No,No recibo bono,Uno,10,501-1000,No,No cambié de empresa,"Abono de celular y/o Internet, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Laptop"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,6,Menos de un año,0,Universitario,Incompleto,,"Sí, de forma particular, Sí, los pagó un empleador",QA / Tester,,,,Mix,Selenium,,,,,Full-Time,60000,Bruto,3,3,No,No recibo bono,No,0,1001-2000,Sí,Salario,"Aumento por inflación, Capacitaciones y/o cursos, Horarios flexibles, Laptop"
Hombre,41 - 45,Ciudad Autónoma de Buenos Aires,10+,7,3,Terciario,Completado,,"Sí, de forma particular, Sí, los pagó un empleador",SysAdmin / DevOps,"Linux, Windows, VMWare","HTML, Javascript",,,,,"Sí, pasiva",0,Porcentaje de mi sueldo,Full-Time,60000,Neto,3,2,Un sueldo,Mix de las anteriores,Dos,20,2001-5000,No,No cambié de empresa,"Abono de celular y/o Internet, Aumento por inflación, Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Guardería, Horarios flexibles, Laptop, Licencia de paternidad/maternidad extendida"
Hombre,50+,Ciudad Autónoma de Buenos Aires,10+,8,2,Universitario,Incompleto,Ingeniería,"Sí, los pagó un empleador",SysAdmin / DevOps,"Linux, Windows, VMWare, Citrix",".NET, CSS, HTML, Python",,,,,"Sí, pasiva",0,Neto,Freelance,60000,Bruto,3,2,No,No recibo bono,No,0,11-50,No,Trabajo en varios Clientes,"Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,27 - 30,Ciudad Autónoma de Buenos Aires,4,1,0,Universitario,Incompleto,Ingenieria Industrial,"Sí, de forma particular",PM,,,,,,,,,,Remoto (empresa de otro país),60000,Bruto,3,3,No,No recibo bono,No,0,1-10,No,No cambié de empresa,"Horarios flexibles, Laptop, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,10+,8,0,Universitario,Completado,Ingeniería en Sistemas de Información,No,SysAdmin / DevOps,"Windows, VMWare",Python,,,,,"Sí, pasiva",0,Bruto,Full-Time,60000,Bruto,3,2,Un sueldo,Performance de la compañía,Uno,15,101-200,No,No cambié de empresa,"Aumento por inflación, Comidas pagas/subvencionadas, Descuentos en gimnasios, Licencia de paternidad/maternidad extendida, Snacks, golosinas, bebidas"
Hombre,31 - 33,Ciudad Autónoma de Buenos Aires,10+,3,0,Universitario,Incompleto,Licenciatura en sistemas,"Sí, de forma particular",SysAdmin / DevOps,"Linux, Windows, Azure, Docker / Containers, OpenStack, VMWare","CSS, HTML, Perl, PHP, Python, Ruby",,,,,No,0,Porcentaje de mi sueldo,Full-Time,60000,Bruto,3,2,Menos de un sueldo,Performance individual,Uno,17,10001+,No,No cambié de empresa,"Abono de celular y/o Internet, Clases de idiomas, Descuentos en gimnasios, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc)"
Hombre,31 - 33,Córdoba,10+,7,0,Terciario,Completado,Analista de sistemas,"Sí, los pagó un empleador",SysAdmin / DevOps,"*BSD, AIX, HP-UX, Linux, Solaris, Amazon Web Services, VMWare",".NET, C++, CSS, HTML, Java, Javascript, Perl, PHP, VB *",,,,,"Sí, pasiva",7.5,Porcentaje de mi sueldo,Full-Time,60000,Neto,3,4,No,No recibo bono,Uno,10,2001-5000,No,No cambié de empresa,"Abono de celular y/o Internet, Aumento por inflación, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Horarios flexibles, Laptop, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, Viáticos, WFH (Trabajar desde casa)"
Hombre,34 - 36,Córdoba,10+,3,8,Posgrado,Completado,Ciencia de la Computación ,"Sí, de forma particular, Sí, los pagó un empleador",Desarrollo de Producto,,,,,,,,,,Full-Time,60000,Neto,3,3,No,No recibo bono,Uno,10,51-100,No,No cambié de empresa,"Aumento por inflación, Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Laptop, Licencia de paternidad/maternidad extendida, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,37 - 40,Córdoba,10+,10+,10,Universitario,Completado,Sistemas,"Sí, de forma particular, Sí, los pagó un empleador",PM,,,,,,,,,,Full-Time,60000,Neto,3,3,No,No recibo bono,Dos,10,51-100,No,No cambié de empresa,"Abono de celular y/o Internet, Aumento por inflación, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Horarios flexibles, Laptop, Playroom, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,41 - 45,GBA,10+,5,3,Universitario,Incompleto,Ingeniería en Sistemas,"Sí, de forma particular",Jefe de Infraestructura,,,,,,,,,,Full-Time,60000,Bruto,2,1,De uno a tres sueldos,Performance de la compañía,Uno,10,201-500,No,No cambié de empresa,Comidas pagas/subvencionadas
Hombre,37 - 40,GBA,10+,6,0,Terciario,Incompleto,adm de empresa,"Sí, de forma particular",insuance advisor,,,,,,,,,,Full-Time,60000,Bruto,4,4,3+ sueldos,Performance individual,Dos,20,201-500,No,No cambié de empresa,"Bonos por desempeño, Capacitaciones y/o cursos, Descuentos en gimnasios, Horarios flexibles, Viajes al exterior"
Hombre,37 - 40,Mendoza,10+,Menos de un año,0,Universitario,Completado,Ingeniería de software,No,Developer,,"jQuery, NodeJS, PHP, Ruby",,,,,No,0,Porcentaje de mi sueldo,Full-Time,60000,Bruto,3,3,No,No recibo bono,No,0,1-10,No,No cambié de empresa,WFH (Trabajar desde casa)
Hombre,46 - 49,Mendoza,10+,10+,4,Secundario,Completado,,"Sí, de forma particular",SysAdmin / DevOps,"*BSD, Linux, Windows, Docker / Containers, CEPH","HTML, jQuery, Ruby",,,,,"Sí, pasiva",0,Bruto,Full-Time,60000,Bruto,3,3,Menos de un sueldo,Lo que se les cante,Dos,15,5001-10000,No,No cambié de empresa,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Horarios flexibles, Laptop, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos"
Hombre,37 - 40,Mendoza,10+,3,5,Posgrado,Incompleto,Ingenieria en Sistemas,"Sí, de forma particular",Architect,,,,,,,,,,Full-Time,60000,Bruto,2,2,Menos de un sueldo,Performance grupal,No,0,201-500,No,Salario,"Bonos por desempeño, Capacitaciones y/o cursos, Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, programas de beneficios, etc), Horarios flexibles, Laptop, Licencia de paternidad/maternidad extendida, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Hombre,37 - 40,Provincia de Buenos Aires,10+,8,0,Secundario,Completado,Bachiller contable,"Sí, de forma particular, Sí, los pagó un empleador",Consultor infra microsoft,,,,,,,,,,Freelance,60000,Neto,2,2,No,No recibo bono,Uno,20,1-10,No,No cambié de empresa,Ninguno
Hombre,34 - 36,Santa Fe,9,3,0,Universitario,Incompleto,Ingeniería en Sistemas,"Sí, de forma particular",Developer,,Python,,,,,No,0,Bruto,Full-Time,60000,Bruto,2,1,Un sueldo,Sin condiciones,Uno,12,201-500,No,No cambié de empresa,"Aumento por inflación, Clases de idiomas, Descuentos en gimnasios, Guardería, WFH (Trabajar desde casa)"
Hombre,31 - 33,Tierra del Fuego,10+,2,2,Secundario,Completado,Sistemas,"Sí, los pagó un empleador",SysAdmin / DevOps,"Linux, Windows, Amazon Web Services, Azure, Docker / Containers, VMWare",".NET, C#, Java, NodeJS, Python",,,,,No,0,Porcentaje de mi sueldo,Full-Time,60000,Neto,4,3,No,No recibo bono,No,0,11-50,No,No cambié de empresa,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles"
Hombre,37 - 40,Ciudad Autónoma de Buenos Aires,10+,2,4,Posgrado,Completado,Diseño Industrial,"Sí, de forma particular",Architect,,,,,,,,,,Full-Time,60090,Bruto,3,3,De uno a tres sueldos,Performance individual,Uno,14,201-500,No,No cambié de empresa,"Aumento por inflación, Bonos por desempeño, Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Horarios flexibles, WFH (Trabajar desde casa)"
