Me identifico,Tengo,Argentina,Anos de experiencia,Anos en el puesto actual,Gente a cargo,Cuanta,Nivel de estudios alcanzado,Estado,Carrera,Realizaste cursos de especializacion,Trabajo de,Tipo de contrato,Salario mensual (en tu moneda local),USD,Bruto o neto,Max Cantidad de empleados,Tecnologias que utilizas,Tecnologias que utilizas,Tecnologias que utilizas,Automation o funcional,Tecnologias que utilizas,Tecnologias que utilizas,Que tan conforme estas con tu sueldo,Como crees que esta tu sueldo con respecto a julio 2017,Recibis algun tipo de bono,A que esta atado el bono,Tuviste ajustes por inflacion en 2017,De que % fue el ajuste,Cambiaste de empresa en los ultimos 6 meses,Cual fue el principal motivo de cambio
Hombre,18 - 20,GBA,2,2,Si,1,Universitario,En curso,Ingenieria en Informatica,"Si, de forma particular",Developer,Part-Time,9000,474,Neto,10,,"CSS, HTML, Javascript, jQuery, NodeJS, PHP",,,,,1,1,No,No recibo bono,Uno,10,No,No cambie de empresa
Hombre,21 - 23,Mendoza,1,1,No,0,Universitario,En curso,Ingenieria en Sistemas,"Si, los pago un empleador",Developer,Freelance,9000,474,Bruto,50,,".NET, C#",,,,,3,4,No,No recibo bono,Uno,25,No,No cambie de empresa
Hombre,24 - 26,GBA,1,1,No,0,Universitario,En curso,Ing Informatica,No,Developer,Full-Time,9000,474,Neto,10,,".NET, C#, CSS, HTML, Java, Javascript, jQuery",,,,,1,1,No,No recibo bono,No,0,No,No cambie de empresa
Hombre,Menos de 18 anos,Santa Cruz,1,1,No,0,Terciario,En curso,Tecnico informatico,No,QA / Tester,Tercerizado (trabajo a traves de consultora o agencia),9000,474,Neto,5000,,,"C#, HTML",Funcional,Test Complete,,2,2,No,No recibo bono,No,0,No,No cambie de empresa
Mujer,24 - 26,Ciudad Autonoma de Buenos Aires,2,Menos de un ano,No,0,Universitario,En curso,Diseno grafico,"Si, de forma particular",HelpDesk,Full-Time,9000,474,Neto,50,,,,,,,2,2,No,No recibo bono,No,0,No,No cambie de empresa
Hombre,21 - 23,GBA,3,2,Si,4,Universitario,En curso,Tecnico Superior en Sistemas Informaticos,No,"Sysadmin, Dev, Networking y HelpDesk",Full-Time,9100,480,Neto,500,,,,,,,2,1,No,No recibo bono,No,0,No,No cambie de empresa
Hombre,21 - 23,Provincia de Buenos Aires,Menos de un ano,Menos de un ano,No,0,Universitario,En curso,Ingenieria en Sistemas de Informacion,No,Developer,Part-Time,9200,485,Neto,10,,Typescript,,,,,3,3,No,No recibo bono,Uno,7,No,No cambie de empresa
Hombre,18 - 20,Provincia de Buenos Aires,Menos de un ano,Menos de un ano,Si,1,Secundario,Completado,Tecnico electronico,No,HelpDesk,Part-Time,9500,501,Neto,10,,,,,,,3,2,No,No recibo bono,No,0,No,No cambie de empresa
Mujer,27 - 30,Chaco,6,2,No,0,Terciario,Completado,Auxiliar en enfermeria,No,Analista,Part-Time,9500,501,Neto,2000,,,,,,,1,1,No,No recibo bono,No,0,No,No cambie de empresa
Hombre,31 - 33,Tucuman,5,5,No,0,Terciario,Completado,Analista de Sistemas de Computacion,"Si, de forma particular",Networking,Part-Time,9600,506,Bruto,100,,,,,,,1,1,No,No recibo bono,No,0,No,No cambie de empresa
Hombre,21 - 23,Tucuman,1,1,No,0,Universitario,En curso,Ingenieria en computacion,No,HelpDesk,Part-Time,9600,506,Neto,5000,,,,,,,1,1,Menos de un sueldo,Performance individual,Mas de dos,26,No,No cambie de empresa
Mujer,24 - 26,Mendoza,5,1,No,0,Secundario,Completado,Humanidades,"Si, de forma particular",Designer,Full-Time,9600,506,Neto,10,,,,,,,1,1,No,No recibo bono,No,0,No,No cambie de empresa
Hombre,24 - 26,Cordoba,Menos de un ano,Menos de un ano,No,0,Universitario,En curso,Ingenieria en Sistemas,"Si, de forma particular",Developer,Part-Time,10000,527,Neto,50,,".NET, C#, CSS, HTML, Javascript",,,,,2,2,No,No recibo bono,No,0,No,No cambie de empresa
Hombre,21 - 23,Provincia de Buenos Aires,Menos de un ano,Menos de un ano,No,0,Universitario,En curso,Ingenieria de Sistemas,No,Developer,Part-Time,10000,527,Neto,50,,"Java, Javascript",,,,,1,2,No,No recibo bono,Uno,20,No,No cambie de empresa
Hombre,21 - 23,Cordoba,Menos de un ano,Menos de un ano,No,0,Universitario,En curso,Ing en sistemas,"Si, los pago un empleador",Developer,Full-Time,10000,527,Bruto,200,,Sas,,,,,2,2,No,No recibo bono,No,0,No,No cambie de empresa
Hombre,21 - 23,Entre Rios,Menos de un ano,Menos de un ano,No,0,Universitario,En curso,Ingenieria en sistemas de informacion,"Si, de forma particular",Developer,Full-Time,10000,527,Bruto,200,,".NET, C#, Angular",,,,,1,2,Menos de un sueldo,Mix de las anteriores,No,0,No,Mejores beneficios
Hombre,24 - 26,Provincia de Buenos Aires,Menos de un ano,Menos de un ano,No,0,Universitario,Completado,Ingenieria en Sistemas de Informacion,No,Developer,Part-Time,10000,527,Neto,10,,".NET, C#",,,,,2,1,No,No recibo bono,Dos,20,No,No cambie de empresa
Hombre,21 - 23,Salta,Menos de un ano,Menos de un ano,No,0,Secundario,Completado,Tecnico en informatica profesional y personal,No,Tecnico,Part-Time,10000,527,Neto,50,,,,,,,3,3,Menos de un sueldo,No recibo bono,No,0,No,No cambie de empresa
Hombre,34 - 36,Santa Fe,10+,8,Si,2,Secundario,Completado,Perito mercantil,"Si, de forma particular",Designer,Part-Time,10000,527,Bruto,10001,,,,,,,1,1,No,No recibo bono,No,0,No,No cambie de empresa
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,10+,5,Si,3,Universitario,Completado,lic adm,"Si, de forma particular",Networking,Part-Time,10000,527,Neto,10001,,,,,,,3,3,Menos de un sueldo,Performance individual,Uno,10,No,No cambie de empresa
Hombre,37 - 40,Mendoza,10+,9,No,0,Terciario,Incompleto,Ingenieria,"Si, de forma particular",SysAdmin / DevOps,Part-Time,10000,527,Bruto,1000,"Linux, Windows","HTML, Java, Javascript",,,,,1,1,Menos de un sueldo,bono a la productividad. Todos lo reciben,Uno,7,No,No cambie de empresa
Hombre,27 - 30,Chaco,5,2,No,0,Universitario,En curso,Diseno Grafico,"Si, de forma particular",Designer,Part-Time,10000,527,Neto,10,,,,,,,2,2,Menos de un sueldo,Mix de las anteriores,No,0,No,No cambie de empresa
Hombre,24 - 26,Santa Fe,5,5,No,0,Secundario,Completado,,No,Developer,Full-Time,10000,527,Neto,100,,.NET,,,,,2,2,No,No recibo bono,Uno,17,No,No cambie de empresa
Hombre,31 - 33,Salta,4,3,No,0,Terciario,Completado,Tecnicatura en Administracion Publica,"Si, de forma particular",Andministracion General,Full-Time,10000,527,Bruto,10,,,,,,,2,1,Menos de un sueldo,Bono Miserable del Gobierno,Mas de dos,18,Si,Desafios profesionales
Hombre,31 - 33,GBA,4,4,No,0,Secundario,Incompleto,,"Si, de forma particular",Storage / Backup,Freelance,10000,527,Bruto,10,,,,,,,1,1,No,No recibo bono,Mas de dos,30,No,No cambie de empresa
Hombre,24 - 26,Salta,3,2,No,0,Terciario,Completado,Analista de sistemas,"Si, de forma particular",Desarrollo de software.. mantenimientos PC.. administrador de sistemas,Part-Time,10000,527,Neto,100,,,,,,,2,1,No,No recibo bono,Uno,50,Si,Desafios profesionales
Hombre,21 - 23,GBA,3,2,No,0,Terciario,En curso,Tecnicatura Superior en Soporte de Infraestructuras,"Si, de forma particular",SysAdmin / DevOps,Part-Time,10000,527,Neto,10,"Linux, Windows, Amazon Web Services, HyperV","Bash, PowerShell",,,,,2,2,No,No recibo bono,Dos,26,No,No cambie de empresa
Hombre,24 - 26,Provincia de Buenos Aires,2,2,No,0,Universitario,Completado,Ingenieria en Informatica,"Si, de forma particular",Developer,Part-Time,10000,527,Neto,50,,"CSS, HTML, Java, Javascript, jQuery, NodeJS, PHP",,,,,3,3,No,No recibo bono,No,0,No,No cambie de empresa
Hombre,24 - 26,Jujuy,1,1,No,0,Universitario,Completado,Analista Programador Universitario,No,Developer,Full-Time,10000,527,Neto,50,,".NET, C#",,,,,1,1,No,No recibo bono,Uno,10,No,No cambie de empresa
Hombre,18 - 20,Provincia de Buenos Aires,1,1,No,0,Universitario,En curso,Desarrollo de Videojuegos,"Si, de forma particular",Developer,Part-Time,10000,527,Neto,10,,C,,,,,3,2,No,No recibo bono,Dos,75,No,No cambie de empresa
Hombre,37 - 40,GBA,1,1,No,0,Terciario,Completado,Analista de sistemas,"Si, de forma particular",QA / Tester,Tercerizado (trabajo a traves de consultora o agencia),10000,527,Bruto,50,,,.NET,Mix,OpenQA,,1,1,No,No recibo bono,No,0,No,No cambie de empresa
Mujer,21 - 23,Provincia de Buenos Aires,3,3,No,0,Universitario,Incompleto,Licenciatura en Ciencias de la comunicacion,"Si, de forma particular",HelpDesk,Part-Time,10000,527,Neto,10001,,,,,,,2,1,Menos de un sueldo,Performance individual,Uno,10,No,No cambie de empresa
Mujer,24 - 26,GBA,2,Menos de un ano,No,0,Universitario,En curso,Comunicacion social,No,Networking,Tercerizado (trabajo a traves de consultora o agencia),10000,527,Bruto,2000,,,,,,,1,1,No,No recibo bono,No,0,No,No cambie de empresa
Mujer,24 - 26,GBA,2,2,Si,15,Secundario,En curso,Enfermeria,No,PM,Full-Time,10000,527,Neto,10001,,,,,,,4,1,No,No recibo bono,Uno,0,No,No cambie de empresa
Hombre,21 - 23,Ciudad Autonoma de Buenos Aires,Menos de un ano,Menos de un ano,No,0,Universitario,En curso,Lic. En Sistemas,No,HelpDesk,Part-Time,10080,531,Neto,500,,,,,,,3,3,No,No recibo bono,No,0,No,No cambie de empresa
Hombre,21 - 23,Ciudad Autonoma de Buenos Aires,3,2,No,0,Terciario,En curso,Soporte de Infraestructuras,"Si, de forma particular",Tecnico Nivel 2 / Adm. Servidores,Part-Time,10100,532,Bruto,10,,,,,,,2,2,No,No recibo bono,No,0,No,No cambie de empresa
Hombre,24 - 26,Chubut,5,3,No,0,Terciario,Completado,Tec Sup Analisis de Sistemas,No,Networking,Part-Time,10200,538,Bruto,10,,,,,,,2,2,No,No recibo bono,Uno,20,No,No cambie de empresa
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,1,Menos de un ano,No,0,Universitario,En curso,Ingenieria en informatica,"Si, de forma particular",HelpDesk,Part-Time,10300,543,Neto,100,,,,,,,1,2,Menos de un sueldo,Performance individual,Uno,10,No,No cambie de empresa
Hombre,24 - 26,Misiones,2,2,No,0,Universitario,En curso,Ingenieria en Informatica,"Si, de forma particular",Developer,Part-Time,10325,544,Bruto,200,,"CSS, HTML, Java, Javascript, jQuery, Perl, PHP",,,,,2,1,No,No recibo bono,Uno,13,No,No cambie de empresa
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,1,1,No,0,Universitario,En curso,Ingenieria en sistemas,"Si, los pago un empleador",Developer,Part-Time,10340,545,Neto,2000,,"CSS, HTML, Java, Javascript, jQuery, NodeJS",,,,,1,2,No,No recibo bono,No,0,Si,Mayor comodidad
Hombre,21 - 23,Ciudad Autonoma de Buenos Aires,Menos de un ano,Menos de un ano,No,0,Universitario,En curso,Ingenieria en Sistemas,No,HelpDesk,Part-Time,10500,554,Neto,50,,,,,,,4,3,No,No recibo bono,No,0,No,No cambie de empresa
Hombre,24 - 26,Chubut,4,3,No,0,Terciario,Completado,Tec Analista de sistemas,No,Networking,Part-Time,10500,554,Bruto,50,,,,,,,2,2,No,No recibo bono,Uno,22,No,No cambie de empresa
Hombre,21 - 23,Cordoba,1,1,No,0,Universitario,En curso,Ingenieria en Sistemas de Informacion,"Si, de forma particular",Developer,Part-Time,10500,554,Neto,10,,".NET, Javascript, jQuery, VB *",,,,,1,2,No,No recibo bono,Dos,25,No,No cambie de empresa
Hombre,24 - 26,Cordoba,1,1,No,0,Terciario,Completado,Analista de Sistemas.,"Si, de forma particular",HelpDesk,Part-Time,10800,569,Neto,10,,,,,,,3,2,No,No recibo bono,Dos,8,No,No cambie de empresa
Hombre,21 - 23,Santa Fe,Menos de un ano,Menos de un ano,No,0,Universitario,En curso,Ingenieria en sistemas de informacion,No,Maquetado web,Part-Time,11000,580,Neto,50,,,,,,,3,3,No,No recibo bono,Dos,20,No,No cambie de empresa
Hombre,37 - 40,GBA,10+,4,Si,1,Universitario,En curso,Ingenieria Electronica,"Si, de forma particular",Networking,Full-Time,11000,580,Bruto,10,,,,,,,1,2,No,No recibo bono,Uno,20,No,No cambie de empresa
Hombre,24 - 26,Santa Fe,7,1,No,0,Terciario,En curso,Profesorado de Geografia,"Si, de forma particular",HelpDesk,Part-Time,11000,580,Bruto,500,,,,,,,3,2,No,No recibo bono,No,0,No,No cambie de empresa
Hombre,27 - 30,Santa Fe,3,1,No,0,Universitario,Completado,Tecnico Superior en Programacion,"Si, de forma particular, Si, los pago un empleador",Developer,Part-Time,11000,580,Neto,2000,,"HTML, Java, Javascript, jQuery, Python, Delphi",,,,,3,3,No,No recibo bono,No,0,No,No cambie de empresa
Hombre,18 - 20,Jujuy,3,1,No,0,Terciario,Completado,Tecnico en informatica profesional y personal,No,SysAdmin / DevOps,Part-Time,11000,580,Neto,10,"Linux, Windows",".NET, HTML, PHP",,,,,3,2,No,No recibo bono,No,0,No,No cambie de empresa
Hombre,27 - 30,Santa Fe,2,2,No,0,Universitario,Completado,Tecnico superior en Programacion,"Si, de forma particular, Si, los pago un empleador",Developer,Part-Time,11000,580,Neto,1000,,"CSS, HTML, Javascript, jQuery, Delphi",,,,,3,2,No,No recibo bono,Uno,10,No,No cambie de empresa
Mujer,21 - 23,Ciudad Autonoma de Buenos Aires,2,2,No,0,Universitario,En curso,,No,DBA,Part-Time,11000,580,Neto,10,,,,,,Oracle,2,3,No,No recibo bono,No,0,No,No cambie de empresa
Hombre,27 - 30,Santa Fe,4,4,No,0,Universitario,En curso,Ingenieria Informatica (FICH-UNL),"Si, de forma particular",SysAdmin/DevOps - Backup - Developer - DBA - Infosec,Part-Time,11140,587,Bruto,500,,,,,,,2,1,Menos de un sueldo,Viaticos,Uno,20,No,No cambie de empresa
Hombre,21 - 23,Provincia de Buenos Aires,3,Menos de un ano,No,0,Universitario,En curso,Ingenieria en sistemas,"Si, los pago un empleador",Networking,Part-Time,11300,596,Bruto,500,,,,,,,2,2,No,No recibo bono,No,0,Si,Desafios profesionales
Hombre,21 - 23,Ciudad Autonoma de Buenos Aires,Menos de un ano,Menos de un ano,No,0,Universitario,En curso,Licenciatura en analisis de sistenas,No,Developer,Part-Time,11500,606,Neto,10001,,"C++, CSS, HTML, Javascript, NodeJS",,,,,3,3,No,No recibo bono,No,0,No,No cambie de empresa
Hombre,27 - 30,Entre Rios,4,4,No,0,Universitario,Completado,Lic. en Sistemas de Informacion,"Si, de forma particular",Soporte tecnico,Part-Time,11500,606,Neto,100,,,,,,,1,1,Menos de un sueldo,Performance individual,No,0,No,No cambie de empresa
Mujer,18 - 20,Ciudad Autonoma de Buenos Aires,Menos de un ano,Menos de un ano,No,0,Universitario,En curso,Ingenieria en sistemas,No,Developer,Part-Time,11500,606,Neto,50,,"Javascript, PHP, React JS",,,,,2,2,No,No recibo bono,Dos,18,No,No cambie de empresa
Mujer,24 - 26,Provincia de Buenos Aires,1,1,No,0,Terciario,Completado,Analista de sistemas,"Si, de forma particular",Monitoreo de alarmas/ bases de datos,Full-Time,11500,606,Bruto,50,,,,,,,1,2,No,No recibo bono,Dos,15,No,No cambie de empresa
Hombre,34 - 36,Tucuman,7,5,No,0,Universitario,Incompleto,Sistemas de informacion,"Si, de forma particular, Si, los pago un empleador",Storage / Backup,Part-Time,11600,612,Bruto,10,,,,,,,2,2,No,No recibo bono,Dos,22,No,No cambie de empresa
Mujer,27 - 30,Misiones,7,5,No,0,Terciario,Completado,Gestion de instituciones de salud,"Si, los pago un empleador",HelpDesk,Part-Time,11600,612,Neto,5000,,,,,,,2,2,No,No recibo bono,Uno,11,No,No cambie de empresa
Hombre,21 - 23,Ciudad Autonoma de Buenos Aires,Menos de un ano,Menos de un ano,No,0,Universitario,En curso,Tecnicatura Universitaria en Programacion Informatica,"Si, los pago un empleador",Developer,Part-Time,11760,620,Bruto,100,,Ruby,,,,,2,3,Un sueldo,Performance de la compania,No,0,Si,Desafios profesionales
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,7,Menos de un ano,No,0,Universitario,En curso,Tecnicatura en Redes Informaticas,"Si, de forma particular",HelpDesk,Part-Time,11800,622,Bruto,50,,,,,,,3,2,No,No recibo bono,No,0,No,No cambie de empresa
Hombre,24 - 26,Cordoba,Menos de un ano,Menos de un ano,No,0,Universitario,En curso,Licenciatura en Comunicacion Social,"Si, de forma particular",Developer,Full-Time,12000,633,Neto,200,,"CSS, HTML, Javascript, NodeJS",,,,,2,1,No,No recibo bono,No,0,Si,Desafios profesionales
Hombre,18 - 20,Ciudad Autonoma de Buenos Aires,Menos de un ano,Menos de un ano,No,0,Universitario,En curso,Ingenieria en sistemas,No,Developer,Part-Time,12000,633,Bruto,10,,Sql,,,,,3,3,No,No recibo bono,No,0,No,No cambie de empresa
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,Menos de un ano,Menos de un ano,No,0,Terciario,En curso,Analisis de sistemas,"Si, de forma particular",HelpDesk,Full-Time,12000,633,Bruto,50,,,,,,,2,2,No,No recibo bono,No,0,No,No cambie de empresa
Hombre,21 - 23,Ciudad Autonoma de Buenos Aires,Menos de un ano,Menos de un ano,No,0,Universitario,En curso,Diseno Grafico,No,HelpDesk,Full-Time,12000,633,Bruto,100,,,,,,,1,2,No,No recibo bono,No,0,No,No cambie de empresa
Hombre,21 - 23,Ciudad Autonoma de Buenos Aires,Menos de un ano,Menos de un ano,No,0,Terciario,En curso,analista de sistema,No,HelpDesk,Tercerizado (trabajo a traves de consultora o agencia),12000,633,Bruto,10000,,,,,,,3,3,No,No recibo bono,No,0,Si,DESPIDO
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,10+,10+,No,0,Terciario,Incompleto,,"Si, de forma particular",HelpDesk,Part-Time,12000,633,Neto,10,,,,,,,2,1,No,No recibo bono,Uno,20,No,No cambie de empresa
Hombre,31 - 33,Mendoza,10+,4,No,0,Universitario,Completado,Tec. Univ. en Redes y Telecomunicaciones,"Si, de forma particular",Networking,Full-Time,12000,633,Neto,50,,,,,,,2,1,Menos de un sueldo,bona anual,Dos,11,No,No cambie de empresa
Hombre,34 - 36,Ciudad Autonoma de Buenos Aires,10+,2,No,0,Secundario,Completado,,"Si, de forma particular, Si, los pago un empleador",SysAdmin / DevOps,Part-Time,12000,633,Neto,50,"*BSD, Linux, Windows, Amazon Web Services, Docker / Containers, VMWare","C++, Java, PHP, Python",,,,,2,2,Menos de un sueldo,Performance de la compania,No,0,No,No cambie de empresa
Hombre,27 - 30,La Rioja,10+,4,No,0,Terciario,Completado,tecnico en sistemas,"Si, de forma particular",tecnico en sistemas,Full-Time,12000,633,Bruto,10,,,,,,,1,1,No,No recibo bono,No,0,No,No cambie de empresa
Hombre,34 - 36,Ciudad Autonoma de Buenos Aires,9,3,No,0,Secundario,Completado,,"Si, de forma particular",Developer,Full-Time,12000,633,Bruto,10,,"Assembler, CSS, HTML, Java, Javascript, PHP",,,,,3,3,No,No recibo bono,Uno,0,Si,Desafios profesionales
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,9,2,No,0,Primario,Completado,,"Si, de forma particular",HelpDesk,Freelance,12000,633,Bruto,10001,,,,,,,1,1,No,No recibo bono,No,0,No,No cambie de empresa
Hombre,37 - 40,GBA,9,9,No,0,Secundario,Completado,administrativo,"Si, de forma particular, Si, los pago un empleador",SysAdmin / DevOps,Full-Time,12000,633,Neto,10001,Windows,VB *,,,,,1,1,No,No recibo bono,Uno,17,No,No cambie de empresa
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,6,1,No,0,Universitario,En curso,Ingenieria en sistemas de informacion,No,Developer,Part-Time,12000,633,Neto,1000,,"CSS, HTML, Javascript, jQuery",,,,,4,3,No,No recibo bono,No,0,No,No cambie de empresa
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,6,5,No,0,Terciario,Completado,Productor de radio,"Si, de forma particular",HelpDesk,Full-Time,12000,633,Bruto,10,,,,,,,1,1,No,No recibo bono,Uno,9,No,No cambie de empresa
Hombre,37 - 40,Santa Fe,5,1,No,0,Secundario,Completado,,"Si, de forma particular",Developer,Full-Time,12000,633,Neto,50,,"CSS, HTML, Javascript, jQuery, PHP, MySQL, WordPress, Sass, Bootstrap",,,,,1,1,No,No recibo bono,Uno,15,No,No cambie de empresa
Hombre,21 - 23,Ciudad Autonoma de Buenos Aires,4,3,Si,1,Terciario,Completado,Analista de Sistemas,"Si, de forma particular",Developer,Part-Time,12000,633,Bruto,5000,,".NET, Java, BI",,,,,2,2,No,No recibo bono,No,0,No,No cambie de empresa
Hombre,31 - 33,Santa Fe,4,3,No,0,Terciario,Completado,Analista de sistemas,No,HelpDesk,Freelance,12000,633,Neto,10,,,,,,,2,3,No,No recibo bono,No,0,No,No cambie de empresa
Hombre,27 - 30,Tucuman,3,1,No,0,Secundario,Completado,,"Si, de forma particular",Developer,Full-Time,12000,633,Neto,100,,".NET, C#, CSS, HTML, Javascript, jQuery",,,,,1,1,Menos de un sueldo,Performance individual,Uno,10,No,No cambie de empresa
Hombre,18 - 20,Provincia de Buenos Aires,3,1,No,0,Terciario,Completado,Bachiller + Tecnico en Informatica Profesional y Personal,No,Developer,Full-Time,12000,633,Neto,10,,"CSS, HTML, Javascript, jQuery, PHP, Python",,,,,3,2,No,No recibo bono,Uno,20,No,No cambie de empresa
Hombre,27 - 30,Tucuman,2,2,No,0,Universitario,Completado,Ingenieria en Computacion,No,Developer,Full-Time,12000,633,Neto,100,,"ABAP, Java",,,,,1,1,No,No recibo bono,Uno,10,No,No cambie de empresa
Hombre,21 - 23,Formosa,2,2,No,0,Terciario,Completado,Tecnico en sistemas y redes,No,Networking,Full-Time,12000,633,Neto,10,,,,,,,1,1,No,No recibo bono,No,0,No,No cambie de empresa
Hombre,27 - 30,Cordoba,2,2,No,0,Universitario,Incompleto,Ciencias de la Comoutacion,"Si, de forma particular",SysAdmin / DevOps,Tercerizado (trabajo a traves de consultora o agencia),12000,633,Bruto,100,Linux,"HTML, Javascript, jQuery, PHP, Python, Ruby, Scala",,,,,1,2,No,No recibo bono,Uno,15,No,No cambie de empresa
Hombre,21 - 23,Santa Fe,1,1,Si,1,Universitario,Completado,,No,Designer,Part-Time,12000,633,Bruto,50,,,,,,,3,3,Un sueldo,Performance de la compania,No,0,No,No cambie de empresa
Hombre,18 - 20,Ciudad Autonoma de Buenos Aires,1,1,No,0,Universitario,En curso,Ciencias de la computacion,"Si, de forma particular",Developer,Part-Time,12000,633,Neto,50,,".NET, C#, VB *",,,,,3,2,No,No recibo bono,No,0,No,No cambie de empresa
Hombre,24 - 26,Provincia de Buenos Aires,1,1,No,0,Universitario,En curso,Ingenieria en Sistemas de Informacion,No,Developer,Part-Time,12000,633,Neto,50,,"Java, Javascript",,,,,2,3,Menos de un sueldo,Performance individual,Dos,20,No,No cambie de empresa
Hombre,24 - 26,Chubut,1,1,No,0,Universitario,En curso,Analista programador,No,Developer,Part-Time,12000,633,Bruto,200,,"CSS, HTML, Java, Javascript",,,,,2,4,No,No recibo bono,No,0,No,No cambie de empresa
Hombre,21 - 23,Provincia de Buenos Aires,1,Menos de un ano,No,0,Secundario,Completado,Tecnico electronico,No,HelpDesk,Full-Time,12000,633,Neto,500,,,,,,,1,1,No,No recibo bono,Uno,15,No,No cambie de empresa
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,1,1,No,0,Terciario,Completado,Tecnico Analista de Sistemas,"Si, de forma particular",SysAdmin / DevOps,Full-Time,12000,633,Neto,2000,"Linux, Windows","CSS, HTML, Javascript, jQuery, PHP",,,,,1,1,No,No recibo bono,No,0,No,No cambie de empresa
Mujer,37 - 40,Ciudad Autonoma de Buenos Aires,10+,10+,No,0,Secundario,Incompleto,,No,Architect,Full-Time,12000,633,Neto,200,,,,,,,1,2,No,No recibo bono,No,0,No,No cambie de empresa
Mujer,31 - 33,Chubut,10+,2,No,0,Universitario,Completado,Lic en Ciencias de la Comunicacion,"Si, de forma particular",PM,Part-Time,12000,633,Neto,50,,,,,,,3,2,No,No recibo bono,No,0,No,No cambie de empresa
Mujer,37 - 40,Mendoza,9,1,No,0,Secundario,Completado,Asistente geriatrica,No,DBA,Full-Time,12000,633,Neto,10,,,,,,Redis,1,2,No,No recibo bono,No,0,No,No cambie de empresa
Mujer,21 - 23,GBA,5,2,No,0,Universitario,En curso,Ingenieria en Sistemas,"Si, los pago un empleador",DBA,Tercerizado (trabajo a traves de consultora o agencia),12000,633,Bruto,500,,,,,,"MSSQL, Oracle",1,1,Menos de un sueldo,Performance individual,Dos,45,No,No cambie de empresa
Mujer,27 - 30,Provincia de Buenos Aires,1,1,No,0,Universitario,Completado,Ingenieria en Sistemas de Informacion,No,Metodologia y QA,Part-Time,12000,633,Bruto,500,,,,,,,2,2,Menos de un sueldo,Performance individual,Uno,13,No,No cambie de empresa
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,2,2,No,0,Secundario,Completado,Bachillerato,No,SysAdmin / DevOps,Full-Time,12250,646,Neto,50,Windows,CSS,,,,,2,1,No,No recibo bono,No,0,No,No cambie de empresa
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,Menos de un ano,Menos de un ano,No,0,Terciario,En curso,Tecnicatura en programacion informatica,"Si, los pago un empleador",Developer,Tercerizado (trabajo a traves de consultora o agencia),12500,659,Neto,200,,"CSS, HTML, Java, Javascript, jQuery",,,,,1,1,No,No recibo bono,No,0,No,No cambie de empresa
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,Menos de un ano,Menos de un ano,No,0,Terciario,En curso,Tecnicatura en programacion,"Si, de forma particular",Developer,Full-Time,12500,659,Neto,500,,".NET, C#, VB *",,,,,2,1,No,No recibo bono,Dos,10,Si,Desafios profesionales
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,Menos de un ano,Menos de un ano,No,0,Terciario,En curso,Tecnicatura en programacion,"Si, de forma particular",Developer,Full-Time,12500,659,Neto,500,,".NET, C#, VB *",,,,,2,1,No,No recibo bono,Dos,10,Si,Desafios profesionales
Hombre,21 - 23,Ciudad Autonoma de Buenos Aires,Menos de un ano,Menos de un ano,No,0,Universitario,En curso,ing informatica,No,Soporte Nivel 1 / Desarrollador,Full-Time,12500,659,Neto,10,,,,,,,3,4,No,No recibo bono,No,0,No,No cambie de empresa
