Me identifico,Tengo,Argentina,Anos de experiencia,Anos en el puesto actual,Gente a cargo,Cuanta,Nivel de estudios alcanzado,Estado,Carrera,Realizaste cursos de especializacion,Trabajo de,Tipo de contrato,Salario mensual (en tu moneda local),USD,Bruto o neto,Max Cantidad de empleados,Tecnologias que utilizas,Tecnologias que utilizas,Tecnologias que utilizas,Automation o funcional,Tecnologias que utilizas,Tecnologias que utilizas,Que tan conforme estas con tu sueldo,Como crees que esta tu sueldo con respecto a julio 2017,Recibis algun tipo de bono,A que esta atado el bono,Tuviste ajustes por inflacion en 2017,De que % fue el ajuste,Cambiaste de empresa en los ultimos 6 meses,Cual fue el principal motivo de cambio
Hombre,41 - 45,Ciudad Autonoma de Buenos Aires,10+,9,No,0,Terciario,Completado,Analista de sistemas,"Si, los pago un empleador",SysAdmin / DevOps,Full-Time,45000,2374,Neto,10001,"Windows, VMWare",Windows,,,,,3,2,Un sueldo,Performance individual,Uno,20,No,No cambie de empresa
Hombre,41 - 45,GBA,10+,2,No,0,Universitario,Completado,,"Si, de forma particular, Si, los pago un empleador",SysAdmin / DevOps,Full-Time,45000,2374,Bruto,10001,"AIX, HP-UX, Linux, Solaris","C++, HTML, Javascript, NodeJS, Perl, Python",,,,,2,2,Menos de un sueldo,Mix de las anteriores,Dos,15,No,No cambie de empresa
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,10+,4,No,0,Universitario,Completado,Ingenieria Sistemas,No,SysAdmin / DevOps,Full-Time,45000,2374,Bruto,10,"Linux, Amazon Web Services, Docker / Containers",Python,,,,,2,2,No,No recibo bono,Dos,22,No,No cambie de empresa
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,10+,7,Si,7,Secundario,Completado,,"Si, los pago un empleador",Team Lead,Full-Time,45000,2374,Neto,100,,,,,,,3,3,Menos de un sueldo,Performance individual,Dos,25,No,Desafios profesionales
Hombre,41 - 45,Santa Fe,10+,3,Si,1,Universitario,Incompleto,Ingenieria en Sistemas,"Si, de forma particular, Si, los pago un empleador",Team Leader,Full-Time,45000,2374,Neto,100,,,,,,,3,2,No,No recibo bono,Dos,15,No,No cambie de empresa
Hombre,31 - 33,Provincia de Buenos Aires,9,3,Si,1,Terciario,Completado,Tecnico Superior en Disciplinas Informaticas,"Si, de forma particular, Si, los pago un empleador",DBA,Full-Time,45000,2374,Neto,500,,,,,,"MSSQL, MySQL/MariaDB",3,3,Menos de un sueldo,Performance individual,Uno,10,No,No cambie de empresa
Hombre,31 - 33,Provincia de Buenos Aires,9,3,No,0,Universitario,Completado,Ingenieria informatica,No,Developer,Full-Time,45000,2374,Neto,50,,"NodeJS, Ruby",,,,,4,3,No,No recibo bono,Uno,20,No,No cambie de empresa
Hombre,34 - 36,Ciudad Autonoma de Buenos Aires,9,Menos de un ano,No,0,Universitario,Completado,Diseno en Comunicacion Visual,"Si, de forma particular, Si, los pago un empleador",Developer,Remoto (empresa de otro pais),45000,2374,Bruto,50,,"HTML, Javascript, jQuery, NodeJS, Angular",,,,,3,3,No,No recibo bono,No,0,No,No cambie de empresa
Hombre,34 - 36,Ciudad Autonoma de Buenos Aires,9,Menos de un ano,No,0,Universitario,Completado,Licenciado en Ciencias de La Computacion,No,Developer,Full-Time,45000,2374,Bruto,200,,Java,,,,,3,3,No,No recibo bono,No,0,Si,Desafios profesionales
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,9,5,No,0,Universitario,Incompleto,CIENCIAS DE LA COMPUTACION,"Si, de forma particular",Developer,Full-Time,45000,2374,Neto,500,,"CSS, HTML, Javascript, jQuery, PHP",,,,,2,2,Menos de un sueldo,Performance de la compania,No,0,No,No cambie de empresa
Hombre,34 - 36,Ciudad Autonoma de Buenos Aires,9,6,No,0,Universitario,Completado,Ingenieria en Informatica,No,Developer,Full-Time,45000,2374,Bruto,1000,,"CSS, HTML, Java, Javascript, jQuery",,,,,3,2,Un sueldo,Performance grupal,Dos,10,No,No cambie de empresa
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,9,3,Si,2,Posgrado,Completado,Ingenieria Informatica,"Si, los pago un empleador",PM,Full-Time,45000,2374,Bruto,50,,,,,,,2,2,Un sueldo,Mix de las anteriores,Mas de dos,35,No,No cambie de empresa
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,8,Menos de un ano,No,0,Terciario,Incompleto,Programacion,No,Developer,Full-Time,45000,2374,Bruto,50,,"HTML, Javascript, jQuery, NodeJS, PHP, Python",,,,,4,3,No,No recibo bono,No,0,Si,Mejores beneficios
Hombre,31 - 33,Provincia de Buenos Aires,8,7,No,0,Universitario,Completado,ing informatica,"Si, los pago un empleador",Developer,Full-Time,45000,2374,Bruto,50,,Java,,,,,2,3,Menos de un sueldo,Performance de la compania,Dos,25,No,No cambie de empresa
Hombre,31 - 33,Cordoba,8,6,No,0,Terciario,Completado,,"Si, de forma particular, Si, los pago un empleador",Developer,Full-Time,45000,2374,Bruto,500,,".NET, VB *",,,,,3,2,Un sueldo,Performance de la compania,Dos,20,No,No cambie de empresa
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,8,3,No,0,Universitario,Incompleto,multimedia,"Si, de forma particular",Developer,Full-Time,45000,2374,Neto,1000,,"CSS, HTML, Javascript, jQuery",,,,,3,2,Un sueldo,Performance individual,Uno,14,No,No cambie de empresa
Hombre,41 - 45,Chubut,8,8,No,0,Universitario,Completado,analista programador universitario,"Si, los pago un empleador",HelpDesk,Full-Time,45000,2374,Neto,500,,,,,,,3,3,No,No recibo bono,Dos,10,No,No cambie de empresa
Hombre,34 - 36,Ciudad Autonoma de Buenos Aires,8,Menos de un ano,No,0,Universitario,En curso,Ingenieria en informatica,"Si, de forma particular",Networking,Full-Time,45000,2374,Bruto,10001,,,,,,,3,3,Un sueldo,Performance individual,Uno,20,Si,Mejores beneficios
Hombre,31 - 33,Cordoba,8,3,Si,20,Posgrado,Completado,Ing Sistemas + MBA,"Si, de forma particular",PM,Full-Time,45000,2374,Bruto,10000,,,,,,,3,3,De uno a tres sueldos,Mix de las anteriores,No,25,No,No cambie de empresa
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,8,3,No,0,Universitario,En curso,ADM. Empresas,"Si, de forma particular, Si, los pago un empleador",Storage / Backup,Full-Time,45000,2374,Bruto,10000,,,,,,,2,1,Menos de un sueldo,Mix de las anteriores,Uno,25,No,No cambie de empresa
Hombre,31 - 33,Cordoba,7,Menos de un ano,No,0,Universitario,Incompleto,Ingenieria en sistemas,No,Developer,Full-Time,45000,2374,Bruto,50,,".NET, CSS, HTML, Java, Javascript, jQuery, NodeJS, Python",,,,,3,2,Menos de un sueldo,Mix de las anteriores,Uno,5,No,No cambie de empresa
Hombre,34 - 36,Ciudad Autonoma de Buenos Aires,7,3,No,0,Universitario,Incompleto,Ing en informatica,"Si, de forma particular",Developer,Full-Time,45000,2374,Bruto,100,,"CSS, HTML, Java, Javascript, jQuery",,,,,2,3,No,No recibo bono,Uno,15,No,No cambie de empresa
Hombre,31 - 33,Santa Fe,7,4,Si,2,Universitario,Completado,Ingenieria en sistemas de informacion,No,Developer,Full-Time,45000,2374,Neto,200,,Genexus,,,,,3,4,No,No recibo bono,Dos,15,No,No cambie de empresa
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,7,2,No,0,Terciario,Completado,Programador Universitario,"Si, de forma particular",Developer,Full-Time,45000,2374,Bruto,1000,,Java,,,,,2,2,No,No recibo bono,Dos,21,No,No cambie de empresa
Hombre,34 - 36,San Juan,7,7,Si,1,Universitario,Incompleto,Ing Electronica,"Si, de forma particular",Developer,Remoto (empresa de otro pais),45000,2374,Bruto,10,,"CSS, HTML, Javascript, jQuery, PHP",,,,,2,2,No,No recibo bono,Uno,15,No,No cambie de empresa
Hombre,27 - 30,Cordoba,6,6,Si,35,Terciario,Completado,,No,Designer,Full-Time,45000,2374,Bruto,100,,,,,,,3,3,Un sueldo,Performance grupal,Uno,10,No,No cambie de empresa
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,6,1,Si,6,Universitario,Completado,Ingenieria en informatica,"Si, de forma particular, Si, los pago un empleador",Developer,Full-Time,45000,2374,Neto,100,,"CSS, HTML, Java, Javascript, PHP, Scala",,,,,4,3,No,No recibo bono,Dos,23,No,No cambie de empresa
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,6,6,Si,2,Universitario,En curso,Marketing,"Si, los pago un empleador",SysAdmin / DevOps,Full-Time,45000,2374,Neto,500,"Linux, Windows, VMWare",Ninguna de las anteriore,,,,,4,3,Un sueldo,Performance individual,Dos,17,No,No cambie de empresa
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,5,1,No,0,Universitario,En curso,Ingenieria en sistemas de informacion,"Si, de forma particular",Developer,Tercerizado (trabajo a traves de consultora o agencia),45000,2374,Bruto,10001,,".NET, C#, HTML, Javascript, jQuery, AngularJS",,,,,3,3,No,No recibo bono,Dos,15,Si,Desafios profesionales
Hombre,31 - 33,Rio Negro,5,Menos de un ano,No,0,Universitario,Incompleto,,No,Developer,Freelance,45000,2374,Neto,10,,Swift,,,,,3,3,No,No recibo bono,No,0,No,No cambie de empresa
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,5,Menos de un ano,No,0,Universitario,Completado,Ing Sistemas,"Si, de forma particular",QA / Tester,Full-Time,45000,2374,Bruto,5000,,,"Java, Javascript, NodeJS, Swift",Automation,Selenium,,2,2,De uno a tres sueldos,Mix de las anteriores,No,0,Si,Salario
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,4,2,No,0,Universitario,En curso,Licenciatura en Recursos Humanos,"Si, de forma particular",Analista funcional,Full-Time,45000,2374,Bruto,10000,,,,,,,2,2,No,No recibo bono,Dos,25,No,No cambie de empresa
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,4,2,No,0,Universitario,En curso,Ingenieria en Sistemas UTN,No,Developer,Full-Time,45000,2374,Bruto,50,,"CSS, HTML, Javascript, jQuery, NodeJS, Ruby",,,,,4,4,Un sueldo,Mix de las anteriores,No,0,No,No cambie de empresa
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,4,Menos de un ano,No,0,Secundario,Completado,,No,Developer,Full-Time,45000,2374,Bruto,100,,"C, Ruby",,,,,4,4,Un sueldo,Mix de las anteriores,Uno,11,No,No cambie de empresa
Hombre,24 - 26,Santa Fe,4,3,No,0,Universitario,En curso,ISI,"Si, de forma particular, Si, los pago un empleador",Developer,Full-Time,45000,2374,Bruto,1000,,".NET, C#, CSS, HTML, Javascript",,,,,3,2,Un sueldo,Performance individual,Dos,25,No,No cambie de empresa
Hombre,24 - 26,Mendoza,4,Menos de un ano,No,0,Universitario,Incompleto,Ing en Sistemas,"Si, de forma particular, Si, los pago un empleador",QA / Tester,Remoto (empresa de otro pais),45000,2374,Bruto,500,,,"Assembler, C, CSS, HTML, Java, Javascript, NodeJS",Mix,Selenium,,4,4,No,No recibo bono,Uno,10,No,No cambie de empresa
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,3,2,No,0,Universitario,Completado,Ing en informatica,"Si, de forma particular, Si, los pago un empleador",Developer,Full-Time,45000,2374,Bruto,1000,,"Java, Python, Scala",,,,,3,3,No,No recibo bono,Uno,12,No,No cambie de empresa
Mujer,41 - 45,Ciudad Autonoma de Buenos Aires,10+,Menos de un ano,Si,2,Universitario,Completado,Ingeniera de sistemas,"Si, los pago un empleador",Bussiness Intelligence,Full-Time,45000,2374,Bruto,500,,,,,,,2,3,Un sueldo,Mix de las anteriores,No,0,Si,Salario
Mujer,41 - 45,Provincia de Buenos Aires,10+,2,Si,140,Posgrado,Completado,Sistemas y la segunda turismo,"Si, de forma particular",Developer,Full-Time,45000,2374,Bruto,10001,,".NET, C#, HTML, Javascript",,,,,2,2,No,No recibo bono,No,0,No,No cambie de empresa
Mujer,37 - 40,Corrientes,10+,10+,No,0,Posgrado,Completado,Licenciatura en sistemas,"Si, de forma particular, Si, los pago un empleador",Infosec,Full-Time,45000,2374,Neto,500,,,,,,,3,2,De uno a tres sueldos,Performance de la compania,Mas de dos,33,No,No cambie de empresa
Mujer,34 - 36,Ciudad Autonoma de Buenos Aires,10+,7,No,0,Universitario,En curso,Licenciatura en Sistemas,"Si, de forma particular, Si, los pago un empleador",QA / Tester,Full-Time,45000,2374,Bruto,5000,,,".NET, ABAP, CSS, Java, Javascript, Python, VB *",Mix,Selenium,,3,4,Un sueldo,"bono de un sueldo anual que se paga en diciembre junto al SAC, lo reciben todos los empleados",Uno,7,Si,Salario
Mujer,31 - 33,Ciudad Autonoma de Buenos Aires,9,3,Si,2,Universitario,En curso,Ingenieria en informatica,No,Developer,Full-Time,45000,2374,Bruto,1000,,"CSS, HTML, Javascript, PHP",,,,,2,2,No,No recibo bono,Uno,5,No,No cambie de empresa
Mujer,31 - 33,Ciudad Autonoma de Buenos Aires,7,1,No,0,Universitario,Completado,ing de sistemas,No,Developer,Full-Time,45000,2374,Bruto,10001,,"Java, PHP, Ruby",,,,,2,2,Menos de un sueldo,Performance individual,No,0,No,No cambie de empresa
Mujer,41 - 45,Ciudad Autonoma de Buenos Aires,5,3,Si,12,Universitario,Completado,sistemas,"Si, de forma particular",PM,Full-Time,45000,2374,Neto,200,,,,,,,2,2,No,No recibo bono,No,0,No,No cambie de empresa
Mujer,24 - 26,Ciudad Autonoma de Buenos Aires,3,3,No,0,Universitario,Completado,Licenciatura en sistemas de informacion,"Si, de forma particular, Si, los pago un empleador",Analista funcional,Full-Time,45000,2374,Bruto,200,,,,,,,3,3,No,No recibo bono,Dos,10,No,No cambie de empresa
Otros,27 - 30,Ciudad Autonoma de Buenos Aires,10+,2,No,0,Universitario,En curso,Ingenieria en Telecomunicaciones,"Si, de forma particular, Si, los pago un empleador",Networking,Tercerizado (trabajo a traves de consultora o agencia),45000,2374,Neto,5000,,,,,,,2,2,Menos de un sueldo,Mix de las anteriores,Mas de dos,23,No,Mayor comodidad
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,10+,10+,Si,5,Universitario,En curso,Ingenieria en Sistemas,"Si, de forma particular",SysAdmin / DevOps,Full-Time,45150,2382,Neto,5000,"*BSD, Linux, Windows, VMWare, Ansible","C, HTML, Java, Javascript, jQuery, PHP, Python, VB *",,,,,3,3,No,No recibo bono,Uno,20,No,No cambie de empresa
Hombre,50+,Ciudad Autonoma de Buenos Aires,10+,10+,Si,5,Universitario,Completado,Analista de Sistemas,"Si, los pago un empleador",Analista/Programador,Full-Time,45500,2401,Bruto,500,,,,,,,3,2,Menos de un sueldo,Performance de la compania,Dos,20,No,No cambie de empresa
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,10+,2,No,0,Universitario,En curso,INGENIERIA EN SISTEMAS,No,Developer,Full-Time,45500,2401,Bruto,100,,TSQL,,,,,3,3,No,No recibo bono,Dos,25,No,No cambie de empresa
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,4,1,No,0,Universitario,Completado,Ing Informatica,"Si, de forma particular",Developer,Full-Time,45500,2401,Bruto,10001,,Java,,,,,3,4,De uno a tres sueldos,Mix de las anteriores,No,0,Si,Salario
Hombre,37 - 40,GBA,10+,9,No,0,Universitario,Completado,Ingenieria en Sistemas de Informacion,"Si, los pago un empleador",Developer,Full-Time,45539,2403,Bruto,10000,,".NET, C#, CSS, HTML, Java, Javascript, jQuery",,,,,3,4,No,No recibo bono,Dos,28,No,No cambie de empresa
Hombre,34 - 36,Ciudad Autonoma de Buenos Aires,10+,2,No,0,Secundario,Incompleto,,"Si, de forma particular, Si, los pago un empleador",SysAdmin / DevOps,Full-Time,45585,2405,Bruto,2000,"Linux, Windows, Amazon Web Services, Azure, VMWare","Python, R, Ansible, Chef, Puppet",,,,,3,3,De uno a tres sueldos,Performance individual,Dos,21,No,No cambie de empresa
Hombre,37 - 40,Provincia de Buenos Aires,10+,3,No,0,Universitario,Incompleto,Ing. en Sistemas de Informacion,"Si, de forma particular",Developer,Full-Time,45800,2416,Bruto,5000,,"Java, jQuery, NodeJS",,,,,1,2,De uno a tres sueldos,Performance de la compania,Uno,23,No,No cambie de empresa
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,3,3,No,0,Universitario,En curso,,"Si, de forma particular, Si, los pago un empleador",Developer,Full-Time,45800,2416,Bruto,500,,"ABAP, CSS, HTML, Javascript, NodeJS",,,,,4,4,Un sueldo,Performance individual,Uno,26.4,No,No cambie de empresa
Hombre,41 - 45,Ciudad Autonoma de Buenos Aires,10+,2,No,0,Terciario,Completado,Analista de Sistema de Computos,"Si, de forma particular",Analista Funcional,Full-Time,46000,2427,Bruto,100,,,,,,,3,2,No,No recibo bono,Uno,12,No,No cambie de empresa
Hombre,41 - 45,Ciudad Autonoma de Buenos Aires,10+,3,No,0,Universitario,Completado,Ingenieria en Sistemas,"Si, de forma particular, Si, los pago un empleador",Architect,Full-Time,46000,2427,Bruto,10001,,,,,,,2,2,De uno a tres sueldos,Mix de las anteriores,Dos,17,No,No cambie de empresa
Hombre,41 - 45,Santa Fe,10+,2,No,0,Universitario,Incompleto,Ingenieria en Sistemas de Informacion,No,DBA,Full-Time,46000,2427,Bruto,500,,,,,,"MSSQL, Oracle",3,3,No,No recibo bono,Uno,10,Si,No cambie de empresa
Hombre,50+,Mendoza,10+,10+,Si,4,Universitario,Completado,Ingenieria en Sistemas de Informacion,"Si, de forma particular",DBA,Full-Time,46000,2427,Neto,5000,,,,,,"Informix, MongoDB, MySQL/MariaDB, Oracle, PostgreSQL",3,2,No,No recibo bono,No,0,No,No cambie de empresa
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,10+,5,Si,2,Terciario,Completado,Analista Integral de Sistemas,"Si, de forma particular, Si, los pago un empleador",DBA / SysAdmin / WinAmin / Todo lo demas.,Full-Time,46000,2427,Bruto,200,,,,,,,2,2,No,No recibo bono,Uno,10,No,No cambie de empresa
Hombre,34 - 36,Ciudad Autonoma de Buenos Aires,10+,5,Si,1,Universitario,Incompleto,ing en informatica,No,Developer,Full-Time,46000,2427,Neto,100,,"CSS, HTML, Javascript, jQuery, PHP, VB *, ASP, SQL",,,,,3,3,No,No recibo bono,Uno,15,No,No cambie de empresa
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,10+,1,No,0,Universitario,En curso,Ingenieria es sistemas,"Si, de forma particular",Developer,Full-Time,46000,2427,Neto,200,,"HTML, Java, Javascript, NodeJS, AngularJS",,,,,3,3,No,No recibo bono,Dos,27,No,No cambie de empresa
Hombre,34 - 36,Ciudad Autonoma de Buenos Aires,10+,1,No,0,Terciario,Completado,Analista de Sistemas,"Si, de forma particular",Developer,Full-Time,46000,2427,Bruto,500,,".NET, C#, CSS, HTML, Javascript, jQuery",,,,,2,2,Un sueldo,Mix de las anteriores,Uno,14,No,No cambie de empresa
Hombre,34 - 36,Provincia de Buenos Aires,10+,1,No,0,Universitario,Completado,Lic en sistemas,No,Developer,Full-Time,46000,2427,Bruto,5000,,"HTML, Java, Javascript, jQuery, Scala",,,,,2,2,Un sueldo,Performance de la compania,Dos,18,No,Mejores beneficios
Hombre,34 - 36,GBA,10+,8,No,0,Universitario,Incompleto,Lic. en Sistemas,"Si, de forma particular, Si, los pago un empleador",Infosec,Full-Time,46000,2427,Neto,2000,,,,,,,3,2,No,No recibo bono,Mas de dos,21,No,No cambie de empresa
Hombre,34 - 36,Ciudad Autonoma de Buenos Aires,10+,2,Si,4,Terciario,Incompleto,,"Si, de forma particular, Si, los pago un empleador",IT Manager,Full-Time,46000,2427,Neto,500,,,,,,,3,3,No,No recibo bono,Dos,21,No,No cambie de empresa
Hombre,41 - 45,Ciudad Autonoma de Buenos Aires,10+,1,No,0,Terciario,Completado,Diseno grafico,"Si, de forma particular",Product Manager,Full-Time,46000,2427,Bruto,5000,,,,,,,3,3,De uno a tres sueldos,Mix de las anteriores,Uno,30,No,No cambie de empresa
Hombre,46 - 49,Cordoba,10+,Menos de un ano,No,0,Universitario,Completado,Lic. Cs. Computaicon,"Si, de forma particular, Si, los pago un empleador",SysAdmin / DevOps,Full-Time,46000,2427,Bruto,50,"AIX, Linux, Solaris, Docker / Containers",Java,,,,,3,3,No,No recibo bono,No,0,Si,Desafios profesionales
Hombre,50+,Ciudad Autonoma de Buenos Aires,10+,10+,Si,2,Terciario,Completado,Analista de sistemas,"Si, de forma particular, Si, los pago un empleador",SysAdmin / DevOps,Full-Time,46000,2427,Neto,500,"Windows, VMWare",ABAP,,,,,3,2,No,No recibo bono,Dos,16,No,No cambie de empresa
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,10+,1,No,0,Universitario,En curso,Ingenieria en Sistemas,"Si, los pago un empleador",SysAdmin / DevOps,Full-Time,46000,2427,Neto,5000,"Linux, Windows, Docker / Containers, VMWare, OpenShift","Perl, Python",,,,,3,2,No,No recibo bono,Uno,18,No,No cambie de empresa
Hombre,31 - 33,GBA,10+,1,Si,3,Universitario,Incompleto,Ingenieria en sistemas,"Si, de forma particular, Si, los pago un empleador",SysAdmin / DevOps,Full-Time,46000,2427,Neto,10,"Linux, Windows, Amazon Web Services, Azure, VMWare",Java,,,,,3,3,De uno a tres sueldos,Performance de la compania,Dos,30,No,No cambie de empresa
Hombre,34 - 36,Cordoba,10+,5,Si,3,Universitario,Completado,Licenciatura en Ciencias de la Computacion,No,Technical leader,Full-Time,46000,2427,Neto,100,,,,,,,4,3,No,No recibo bono,Uno,26,No,No cambie de empresa
Hombre,34 - 36,Ciudad Autonoma de Buenos Aires,9,7,No,0,Universitario,Completado,LICENCIATURA EN INFORMATICA,"Si, de forma particular, Si, los pago un empleador",Developer,Full-Time,46000,2427,Neto,1000,,"CSS, HTML, Java, Javascript, jQuery",,,,,2,2,Un sueldo,Mix de las anteriores,Uno,25,No,No cambie de empresa
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,8,1,No,0,Terciario,Completado,Tecnico superior en analisis de sistemas,No,Developer,Full-Time,46000,2427,Bruto,200,,"CSS, HTML, Javascript",,,,,3,3,No,No recibo bono,Dos,25,No,Desafios profesionales
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,8,1,No,0,Terciario,Incompleto,Analista de Sistemas,"Si, de forma particular, Si, los pago un empleador",SysAdmin / DevOps,Full-Time,46000,2427,Bruto,500,"Windows, VMWare",-,,,,,3,3,Menos de un sueldo,Performance de la compania,Dos,24,No,No cambie de empresa
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,7,5,Si,6,Universitario,En curso,Ingenieria en Sistemas de Informacion,No,Developer,Full-Time,46000,2427,Bruto,100,,".NET, C#, CSS, HTML, Javascript, jQuery, AngularJS",,,,,3,3,No,No recibo bono,Dos,25,No,No cambie de empresa
Hombre,34 - 36,GBA,6,Menos de un ano,No,0,Universitario,Completado,Ingenieria en sistemas,"Si, de forma particular",Analista funcional,Full-Time,46000,2427,Bruto,100,,,,,,,2,3,No,No recibo bono,No,0,Si,Desafios profesionales
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,6,6,No,0,Universitario,En curso,Sistemas,"Si, de forma particular",Developer,Full-Time,46000,2427,Bruto,50,,"HTML, Java, Javascript, NodeJS",,,,,3,3,No,No recibo bono,Dos,40,No,No cambie de empresa
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,6,1,No,0,Universitario,Incompleto,Sistemas,"Si, de forma particular",Developer,Full-Time,46000,2427,Bruto,200,,"Objective-C, Swift",,,,,3,3,No,No recibo bono,Dos,15,No,No cambie de empresa
