Me identifico,Tengo,Argentina,Anos de experiencia,Anos en el puesto actual,Trabajo de,Tipo de contrato,Salario mensual (en tu moneda local),USD,Bruto o neto,Max Cantidad de empleados,Gente a cargo,Cuanta,Tecnologias que utilizas,Tecnologias que utilizas,Automation o funcional,Tecnologias que utilizas,Tecnologias que utilizas,Tenes guardias,Cuanto cobras por guardia (en tu moneda local),"Porcentaje, bruto o neto",Que tan conforme estas con tu sueldo,Como crees que esta tu sueldo con respecto a Julio 2016,Recibis algun tipo de bono,A que esta atado el bono,Tuviste ajustes por inflacion en 2016,De que % fue el ajuste,Cambiaste de empresa en los ultimos 6 meses,Cual fue el principal motivo de cambio,Beneficios extra
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,7,Menos de un ano,Developer,Full-Time,33600,2092,Bruto,500,No,0,Windows,,,,,No,0,Porcentaje de mi sueldo,3,3,No,No recibo bono,Uno,12,Si,Desafios profesionales,"Aumento por inflacion, Descuentos en gimnasios, Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc)"
Hombre,37 - 40,Santa Fe,10+,1,Developer,Full-Time,33600,2092,Neto,10,No,0,Windows,,,,,No,0,Porcentaje de mi sueldo,3,3,No,No recibo bono,Uno,20,No,No cambie de empresa,"Aumento por inflacion, Horarios flexibles, Cochera"
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,10+,5,Preventas/Consultoria para proyectos DC,Full-Time,33600,2092,Neto,50,Si,2,"HP-UX, Windows, Azure, VMWare",,,,,No,0,Porcentaje de mi sueldo,3,3,De uno a tres sueldos,Mix de las anteriores,Uno,11,No,No cambie de empresa,"Abono de celular y/o Internet, Bonos por desempeno, Capacitaciones y/o cursos, Horarios flexibles, Laptop, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,9,5,Analista Funcional,Full-Time,33800,2104,Bruto,1001,Si,3,"Solaris, Windows",,,,,No,0,Porcentaje de mi sueldo,3,2,De uno a tres sueldos,Performance grupal,Mas de dos,30,No,No cambie de empresa,"Abono de celular y/o Internet, Bonos por desempeno, Descuentos en gimnasios, Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc), Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,2,2,Risk management,Full-Time,33800,2104,Bruto,1001,No,0,HPQC,,,,,No,0,Porcentaje de mi sueldo,4,4,No,No recibo bono,Mas de dos,30,No,No cambie de empresa,"Aumento por inflacion, Capacitaciones y/o cursos, Comidas pagas/subvencionadas"
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,10+,8,Developer,Full-Time,34000,2117,Bruto,10,Si,4,"Linux, Windows, Amazon Web Services, Docker / Containers, VMWare",,,,,"Si, pasiva",0,Neto,3,3,No,No recibo bono,Dos,19,No,No cambie de empresa,"Aumento por inflacion, Horarios flexibles, WFH (Trabajar desde casa)"
Hombre,34 - 36,Ciudad Autonoma de Buenos Aires,8,3,analista,Full-Time,34000,2117,Bruto,1001,No,0,"AIX, Linux, Windows, VMWare",,,,,No,0,Bruto,2,2,Menos de un sueldo,Mix de las anteriores,Dos,20,No,No cambie de empresa,"Aumento por inflacion, Bonos por desempeno, Laptop, Masajes, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,34 - 36,Ciudad Autonoma de Buenos Aires,8,3,Developer,Full-Time,34000,2117,Bruto,1001,No,0,"Linux, Windows, VMWare",,,,,"Si, activa",100,Neto,1,1,No,No recibo bono,Dos,35,No,No cambie de empresa,"Abono de celular y/o Internet, Aumento por inflacion, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Horarios flexibles, Laptop, Masajes, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Hombre,34 - 36,Cordoba,10+,10+,Developer,Full-Time,34000,2117,Bruto,1001,Si,2,"Linux, Windows",,,,,No,0,Bruto,3,2,Menos de un sueldo,Performance de la compania,Uno,10,No,No cambie de empresa,"Aumento por inflacion, Bonos por desempeno, Descuentos en gimnasios, Horarios flexibles, Laptop, Stock options, WFH (Trabajar desde casa)"
Hombre,27 - 30,GBA,6,2,Developer,Full-Time,34000,2117,Bruto,1001,No,0,"Windows, .Net",,,,,No,0,Bruto,3,1,No,No recibo bono,Uno,27,No,No cambie de empresa,"Capacitaciones y/o cursos, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,9,4,Funcional,Full-Time,34000,2117,Bruto,1001,No,0,Sap,,,,,No,0,Porcentaje de mi sueldo,3,3,No,No recibo bono,Mas de dos,45,No,No cambie de empresa,"Aumento por inflacion, Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
Hombre,37 - 40,Chubut,10+,10+,SysAdmin / DevOps,Freelance,34000,2117,Bruto,1001,No,0,"Linux, Windows, VMWare",,,,,"Si, pasiva",0,Porcentaje de mi sueldo,2,2,No,No recibo bono,Dos,25,No,No cambie de empresa,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Horarios flexibles, WFH (Trabajar desde casa)"
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,10+,5,SysAdmin / DevOps,Full-Time,34000,2117,Bruto,1001,No,0,"Linux, Windows, VMWare",,,,,No,0,Porcentaje de mi sueldo,2,2,Menos de un sueldo,Mix de las anteriores,Dos,40,No,No cambie de empresa,"Capacitaciones y/o cursos, Horarios flexibles, Sueldo divido en dos pagos por mes, WFH (Trabajar desde casa)"
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,7,4,SysAdmin / DevOps,Full-Time,34000,2117,Bruto,1001,No,0,"Windows, VMWare",,,,,"Si, pasiva",0,Bruto,3,3,No,No recibo bono,Mas de dos,35,No,No cambie de empresa,"Abono de celular y/o Internet, Aumento por inflacion, Bonos por desempeno, Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,10+,6,SysAdmin / DevOps,Full-Time,34000,2117,Bruto,1001,No,0,"Linux, Windows, VMWare",,,,,No,0,Bruto,3,3,Menos de un sueldo,Performance individual,Dos,54,No,No cambie de empresa,"Aumento por inflacion, Bonos por desempeno, Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Laptop, Sueldo divido en dos pagos por mes, WFH (Trabajar desde casa)"
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,4,Menos de un ano,Developer,Full-Time,34000,2117,Bruto,1000,No,0,"Windows, JAVA, SQL Server 2008.",,,,,No,0,Porcentaje de mi sueldo,4,4,No,No recibo bono,No,0,Si,Salario,"Aumento por inflacion, Capacitaciones y/o cursos, Clases de idiomas, Cuota para universidad, Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc), Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
Hombre,31 - 33,GBA,5,Menos de un ano,SysAdmin / DevOps,Full-Time,34000,2117,Bruto,1000,No,0,"*BSD, Linux, Windows, Amazon Web Services, VMWare",,,,,No,0,Porcentaje de mi sueldo,4,3,No,No recibo bono,Dos,40,Si,Desafios profesionales,"Abono de celular y/o Internet, Horarios flexibles, Laptop"
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,4,1,Developer,Full-Time,34000,2117,Bruto,500,No,0,Windows,,,,,No,0,Porcentaje de mi sueldo,3,3,Menos de un sueldo,Mix de las anteriores,Uno,20,Si,Salario,"Aumento por inflacion, Bonos por desempeno, Capacitaciones y/o cursos, Descuentos en gimnasios, Horarios flexibles, Laptop"
Hombre,27 - 30,Santa Fe,5,3,Developer,Full-Time,34000,2117,Bruto,500,No,0,Windows,,,,,No,0,Bruto,3,3,De uno a tres sueldos,Performance de la compania,Dos,30,No,No cambie de empresa,"Abono de celular y/o Internet, Aumento por inflacion, Bonos por desempeno, Capacitaciones y/o cursos, Comidas pagas/subvencionadas, Descuentos en gimnasios, Playroom, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,34 - 36,Ciudad Autonoma de Buenos Aires,10+,6,Networking,Full-Time,34000,2117,Bruto,500,Si,3,"Linux, Windows, VMWare, Cisco",,,,,No,0,Porcentaje de mi sueldo,3,3,No,No recibo bono,Dos,17,No,No cambie de empresa,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Comidas pagas/subvencionadas, Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc)"
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,6,1,Developer,Full-Time,34000,2117,Bruto,200,No,0,"Linux, Docker / Containers, BPM",,,,,No,0,Bruto,2,2,No,No recibo bono,Uno,15,No,No cambie de empresa,"Aumento por inflacion, Capacitaciones y/o cursos, Descuentos en gimnasios, Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc), Horarios flexibles, Laptop, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,37 - 40,GBA,10+,Menos de un ano,SysAdmin / DevOps,Tercerizado (trabajo a traves de consultora o agencia),34000,2117,Bruto,200,No,0,"HP-UX, Linux, Solaris, VMWare",,,,,"Si, pasiva",0,Bruto,3,2,No,No recibo bono,Uno,13,No,Work Force Reduction,"Capacitaciones y/o cursos, Descuentos en gimnasios, Laptop"
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,2,2,SysAdmin / DevOps,Full-Time,34000,2117,Bruto,50,No,0,"Linux, Amazon Web Services",,,,,No,0,Bruto,3,3,No,No recibo bono,Uno,15,No,No cambie de empresa,Laptop
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,9,1,SysAdmin / DevOps,Full-Time,34000,2117,Bruto,50,No,0,"Linux, Amazon Web Services, Docker / Containers",,,,,"Si, pasiva",1,Porcentaje de mi sueldo,3,3,No,No recibo bono,Dos,35,No,No cambie de empresa,"Descuentos en gimnasios, Horarios flexibles, Laptop, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,27 - 30,Santa Fe,7,5,SysAdmin / DevOps,Full-Time,34000,2117,Bruto,50,No,0,"Linux, Windows, VMWare",,,,,"Si, pasiva",0,Porcentaje de mi sueldo,4,3,No,No recibo bono,Mas de dos,20,No,No cambie de empresa,"Aumento por inflacion, Capacitaciones y/o cursos, Clases de idiomas, Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc), Sueldo divido en dos pagos por mes, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,34 - 36,Ciudad Autonoma de Buenos Aires,7,7,JEFE DE OPERACIONES,Freelance,34000,2117,Neto,100,Si,23,BASIC,,,,,No,0,Neto,3,3,No,No recibo bono,Dos,15,No,No cambie de empresa,"Abono de celular y/o Internet, Aumento por inflacion, Comidas pagas/subvencionadas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), Viaticos, WFH (Trabajar desde casa)"
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,5,4,Middleware,Full-Time,34000,2117,Neto,100,No,0,"AIX, Linux, Solaris, Windows",,,,,"Si, pasiva",7000,Bruto,3,2,No,No recibo bono,Dos,30,No,No cambie de empresa,"Abono de celular y/o Internet, Aumento por inflacion, Capacitaciones y/o cursos, Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc), Horarios flexibles, Laptop, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,31 - 33,Provincia de Buenos Aires,10+,9,SysAdmin / DevOps,Full-Time,34000,2117,Neto,10,Si,1,"Linux, Docker / Containers",,,,,No,0,Porcentaje de mi sueldo,3,3,No,No recibo bono,No,0,No,No cambie de empresa,"Horarios flexibles, WFH (Trabajar desde casa)"
Hombre,34 - 36,Tierra del Fuego,10+,3,PM,Full-Time,34000,2117,Neto,1001,No,0,Windows,,,,,No,0,Bruto,3,1,Un sueldo,Performance de la compania,Dos,14,No,No cambie de empresa,"Aumento por inflacion, Bonos por desempeno, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Playroom, Snacks, golosinas, bebidas"
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,10+,3,PM,Full-Time,34000,2117,Neto,1000,Si,3,"Linux, Windows, Amazon Web Services, Docker / Containers",,,,,No,0,Porcentaje de mi sueldo,4,3,No,No recibo bono,Dos,36,No,No cambie de empresa,"Aumento por inflacion, Ninguna de las anteriores"
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,10+,1,Networking,Full-Time,34000,2117,Neto,500,No,0,"Linux, Windows, Amazon Web Services, OpenStack, VMWare",,,,,No,0,Porcentaje de mi sueldo,2,2,De uno a tres sueldos,Mix de las anteriores,Dos,24,No,No cambie de empresa,"Abono de celular y/o Internet, Aumento por inflacion, Bonos por desempeno, Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Horarios flexibles, Laptop, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,10+,9,Storage / Backup,Full-Time,34000,2117,Neto,500,No,0,"Linux, Windows, Amazon Web Services, Azure, OpenStack, VMWare",,,,,No,0,Porcentaje de mi sueldo,1,1,No,No recibo bono,Mas de dos,40,No,No cambie de empresa,"Abono de celular y/o Internet, Aumento por inflacion, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Cuota para universidad, Descuentos en gimnasios, Horarios flexibles, Laptop, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,8,3,SysAdmin / DevOps,Full-Time,34000,2117,Neto,500,No,0,"AIX, Linux, Windows, Amazon Web Services, Docker / Containers, VMWare",,,,,No,0,Porcentaje de mi sueldo,2,2,No,No recibo bono,Dos,20,No,No cambie de empresa,"Aumento por inflacion, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc), Horarios flexibles, Laptop, Playroom, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,27 - 30,Santa Fe,9,5,Automatizacion,Full-Time,34000,2117,Neto,200,Si,2,"Windows, VMWare, Tia portal Siemens ",,,,,"Si, pasiva",0,Neto,2,1,Menos de un sueldo,Mix de las anteriores,Uno,10,No,No cambie de empresa,"Aumento por inflacion, Bonos por desempeno, Capacitaciones y/o cursos, Comidas pagas/subvencionadas"
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,10+,6,Developer,Full-Time,34000,2117,Neto,50,Si,3,Windows,,,,,No,0,Neto,2,2,No,No recibo bono,Dos,40,No,No cambie de empresa,"Aumento por inflacion, Clases de idiomas, Horarios flexibles, Playroom, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,34 - 36,GBA,10+,3,Networking,Full-Time,34000,2117,Neto,50,Si,1,"Linux, Windows",,,,,"Si, pasiva",0,Neto,3,2,No,No recibo bono,Dos,20,No,No cambie de empresa,"Abono de celular y/o Internet, Aumento por inflacion, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Horarios flexibles, Laptop, Viajes al exterior, Auto"
Mujer,27 - 30,Ciudad Autonoma de Buenos Aires,10+,Menos de un ano,Arquitecto de Software,Full-Time,34000,2117,Bruto,500,No,0,"Windows, .Net, SQL Server, IIS, Windows Server",,,,,No,0,Porcentaje de mi sueldo,3,3,De uno a tres sueldos,Performance individual,Dos,35,No,No cambie de empresa,"Aumento por inflacion, Bonos por desempeno, Clases de idiomas, Cuota para universidad, Descuentos en gimnasios, Masajes, Snacks, golosinas, bebidas"
Mujer,27 - 30,Ciudad Autonoma de Buenos Aires,4,Menos de un ano,Developer,Full-Time,34000,2117,Bruto,500,No,0,"Windows, Azure, .net ",,,,,No,0,Bruto,4,4,No,No recibo bono,No,0,Si,Desafios profesionales,"Aumento por inflacion, Capacitaciones y/o cursos, Descuentos en gimnasios, Horarios flexibles, Laptop, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Mujer,41 - 45,Ciudad Autonoma de Buenos Aires,10+,6,Developer,Full-Time,34000,2117,Neto,1000,Si,3,"Linux, Windows, Azure, Docker / Containers, VMWare, ORACLE",,,,,No,0,Porcentaje de mi sueldo,2,2,No,No recibo bono,Dos,27,No,No cambie de empresa,Abono de celular y/o Internet
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,2,Menos de un ano,Developer,Full-Time,34040,2119,Bruto,1001,No,0,"Linux, Windows",,,,,No,0,Bruto,4,3,Un sueldo,Mix de las anteriores,Dos,35,Si,Salario,"Aumento por inflacion, Bonos por desempeno, Capacitaciones y/o cursos, Cuota para universidad, Descuentos en gimnasios, Viajes al exterior"
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,10+,2,Developer,Full-Time,34200,2129,Bruto,1001,No,0,"Windows, Java",,,,,No,0,Porcentaje de mi sueldo,3,3,3+ sueldos,Performance individual,Dos,12,No,No cambie de empresa,"Aumento por inflacion, Bonos por desempeno, Clases de idiomas, Horarios flexibles, Laptop, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,34 - 36,Cordoba,10+,5,telecomunicaciones,Part-Time,34356,2139,Bruto,1000,No,0,Windows,,,,,"Si, activa",5261,Bruto,3,3,De uno a tres sueldos,Mix de las anteriores,Mas de dos,35,No,No cambie de empresa,"Abono de celular y/o Internet, Aumento por inflacion, Bonos por desempeno, Capacitaciones y/o cursos, Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc), Horarios flexibles, Snacks, golosinas, bebidas"
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,6,3,Despacho interno,Full-Time,34400,2141,Neto,1000,No,0,Windows,,,,,No,0,Porcentaje de mi sueldo,3,3,No,No recibo bono,Uno,34,No,No cambie de empresa,"Abono de celular y/o Internet, Laptop, Medicina Prepaga "
Hombre,41 - 45,Santa Fe,10+,2,PM,Freelance,34500,2148,Bruto,1000,No,0,Windows,,,,,No,0,Porcentaje de mi sueldo,3,2,No,No recibo bono,Uno,15,No,No cambie de empresa,"Horarios flexibles, Viaticos, WFH (Trabajar desde casa)"
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,6,3,HelpDesk,Full-Time,34500,2148,Neto,1000,No,0,Windows,,,,,No,0,Porcentaje de mi sueldo,3,3,No,No recibo bono,Uno,15,No,No cambie de empresa,"Laptop, WFH (Trabajar desde casa)"
Hombre,41 - 45,Ciudad Autonoma de Buenos Aires,10+,2,Manager,Full-Time,34500,2148,Neto,50,Si,20,"Windows, VMWare",,,,,No,0,Porcentaje de mi sueldo,2,2,No,No recibo bono,Dos,15,No,No cambie de empresa,Abono de celular y/o Internet
Hombre,46 - 49,Cordoba,10+,3,Researcher,Full-Time,34800,2166,Neto,50,No,0,"Linux, Redmine, Latex",,,,,No,0,Porcentaje de mi sueldo,3,2,No,No recibo bono,Dos,41,No,No cambie de empresa,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios"
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,9,9,Developer,Full-Time,34900,2173,Bruto,1000,No,0,"Windows, Azure",,,,,No,0,Porcentaje de mi sueldo,3,2,Menos de un sueldo,Performance de la compania,Dos,25,No,No cambie de empresa,"Aumento por inflacion, Comidas pagas/subvencionadas, Cuota para universidad, Descuentos en gimnasios, Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc)"
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,10+,2,Developer,Full-Time,35000,2179,Bruto,100,No,0,"Linux, Amazon Web Services, Docker / Containers",,,,,No,0,Bruto,3,3,Un sueldo,Siempre recibimos bono,Dos,15,No,No cambie de empresa,"Aumento por inflacion, Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Horarios flexibles, Laptop, Playroom, Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,8,Menos de un ano,Developer,Full-Time,35000,2179,Bruto,100,No,0,"Linux, Windows, Oracle",,,,,No,0,Bruto,3,3,Un sueldo,Performance de la compania,Uno,30,Si,Despido,"Laptop, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,10+,Menos de un ano,Developer,Full-Time,35000,2179,Bruto,100,No,0,"Linux, Windows, VMWare",,,,,No,0,Bruto,3,3,No,No recibo bono,No,0,Si,Salario,"Laptop, Snacks, golosinas, bebidas"
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,5,Menos de un ano,Developer,Full-Time,35000,2179,Bruto,100,No,0,iOS,,,,,No,0,Porcentaje de mi sueldo,3,4,No,No recibo bono,Dos,10,Si,Salario,"Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,10+,1,Consultor,Full-Time,35000,2179,Bruto,10,No,0,"Linux, Windows, Seguridad perimetral IDM Auditoria",,,,,No,0,Porcentaje de mi sueldo,2,2,No,No recibo bono,No,0,Si,Salario,"Horarios flexibles, Laptop, Viaticos, WFH (Trabajar desde casa)"
Hombre,27 - 30,GBA,8,3,Developer,Full-Time,35000,2179,Bruto,10,No,0,"Linux, Amazon Web Services",,,,,No,0,Porcentaje de mi sueldo,4,3,No,No recibo bono,No,0,No,No cambie de empresa,"Horarios flexibles, Stock options, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,27 - 30,Provincia de Buenos Aires,10+,4,Developer,Full-Time,35000,2179,Bruto,10,Si,10,Php,,,,,No,0,Neto,3,3,No,No recibo bono,Dos,35,No,No cambie de empresa,"Aumento por inflacion, Horarios flexibles, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Hombre,50+,Provincia de Buenos Aires,10+,10+,Asesor,Part-Time,35000,2179,Bruto,1001,No,0,"Linux, Windows",,,,,No,0,Bruto,3,2,No,No recibo bono,No,0,No,No cambie de empresa,"Capacitaciones y/o cursos, Horarios flexibles"
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,10+,2,Cloud Operations Team Lead,Full-Time,35000,2179,Bruto,1001,Si,10,"Linux, Windows, Amazon Web Services, Azure",,,,,"Si, pasiva",10,Porcentaje de mi sueldo,3,2,De uno a tres sueldos,Performance individual,Dos,31,No,No cambie de empresa,"Abono de celular y/o Internet, Aumento por inflacion, Bonos por desempeno, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc), Guarderia, Horarios flexibles, Masajes, Stock options, WFH (Trabajar desde casa)"
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,6,2,Developer,Full-Time,35000,2179,Bruto,1001,Si,2,"Windows, Siebel",,,,,"Si, pasiva",3600,Bruto,1,2,De uno a tres sueldos,Mix de las anteriores,Uno,15,No,No cambie de empresa,"Abono de celular y/o Internet, Aumento por inflacion, Bonos por desempeno, Capacitaciones y/o cursos, Comidas pagas/subvencionadas, Descuentos en gimnasios, Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc), Laptop, Masajes, WFH (Trabajar desde casa)"
Hombre,27 - 30,GBA,4,Menos de un ano,Developer,Freelance,35000,2179,Bruto,1001,No,0,"Linux, Amazon Web Services",,,,,"Si, pasiva",0,Bruto,3,1,No,No recibo bono,No,0,No,No cambie de empresa,Ninguna de las anteriores
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,5,1,Infosec,Full-Time,35000,2179,Bruto,1001,No,0,"*BSD, Linux, Windows, Amazon Web Services, Azure, VMWare",,,,,No,0,Bruto,2,3,No,No recibo bono,Dos,11,No,No cambie de empresa,"Snacks, golosinas, bebidas"
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,7,2,Networking,Full-Time,35000,2179,Bruto,1001,No,0,"HP-UX, Linux, Solaris",,,,,No,0,Porcentaje de mi sueldo,2,2,De uno a tres sueldos,Mix de las anteriores,Dos,38,No,No cambie de empresa,"Abono de celular y/o Internet, Aumento por inflacion, Bonos por desempeno, Capacitaciones y/o cursos, Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc), Laptop, Viaticos"
Hombre,31 - 33,Cordoba,10+,4,Networking,Full-Time,35000,2179,Bruto,1001,No,0,"Linux, Solaris, Windows, VMWare",,,,,"Si, pasiva",1700,Bruto,3,3,De uno a tres sueldos,Mix de las anteriores,Dos,39,No,No cambie de empresa,"Bonos por desempeno, Capacitaciones y/o cursos, Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc)"
Hombre,41 - 45,Ciudad Autonoma de Buenos Aires,10+,10+,PM,Full-Time,35000,2179,Bruto,1001,No,0,"Windows, VMWare",,,,,No,0,Porcentaje de mi sueldo,2,3,De uno a tres sueldos,Mix de las anteriores,Uno,17,No,No cambie de empresa,"Abono de celular y/o Internet, Descuentos en gimnasios"
Hombre,34 - 36,Ciudad Autonoma de Buenos Aires,10+,8,PM,Full-Time,35000,2179,Bruto,1001,Si,1,"Windows, Azure, SAP",,,,,No,0,Bruto,3,2,Menos de un sueldo,Performance de la compania,Dos,29,No,No cambie de empresa,"Abono de celular y/o Internet, Clases de idiomas, Descuentos en gimnasios, Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc), Guarderia, Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
Hombre,34 - 36,Provincia de Buenos Aires,10+,9,PM,Full-Time,35000,2179,Bruto,1001,Si,15,"Linux, Windows, Amazon Web Services",,,,,"Si, pasiva",1000,Bruto,2,2,No,Performance de la compania,Dos,30,No,No cambie de empresa,"Clases de idiomas, Descuentos en gimnasios"
Hombre,21 - 23,Ciudad Autonoma de Buenos Aires,7,3,SysAdmin / DevOps,Tercerizado (trabajo a traves de consultora o agencia),35000,2179,Bruto,1001,Si,4,"Linux, Azure, VMWare",,,,,"Si, pasiva",0,Porcentaje de mi sueldo,3,3,No,No recibo bono,No,0,No,No cambie de empresa,"Abono de celular y/o Internet, Aumento por inflacion, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc), Horarios flexibles, Laptop, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,5,5,SysAdmin / DevOps,Full-Time,35000,2179,Bruto,1001,No,0,"Linux, Windows, Amazon Web Services, VMWare",,,,,No,0,Bruto,1,1,Un sueldo,Performance de la compania,No,0,Si,Salario,Clases de idiomas
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,7,Menos de un ano,SysAdmin / DevOps,Full-Time,35000,2179,Bruto,1001,No,0,"Linux, Amazon Web Services, Azure, VMWare",,,,,"Si, pasiva",0,Bruto,3,3,No,No recibo bono,Uno,28,Si,Desafios profesionales,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc), Laptop, WFH (Trabajar desde casa)"
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,4,2,Developer,Full-Time,35000,2179,Bruto,1000,No,0,Windows,,,,,No,0,Neto,2,3,De uno a tres sueldos,Mix de las anteriores,Dos,15,Si,Salario,"Aumento por inflacion, Bonos por desempeno, Clases de idiomas, Descuentos en gimnasios, Vacaciones flexibles (adicionales a las reglamentarias)"
