Me identifico,Tengo,Argentina,Anos de experiencia,Anos en el puesto actual,Gente a cargo,Cuanta,Trabajo de,Tipo de contrato,Salario mensual (en tu moneda local),USD,Bruto o neto,Max Cantidad de empleados,Tecnologias que utilizas,Tecnologias que utilizas,Tecnologias que utilizas,Automation o funcional,Tecnologias que utilizas,Tecnologias que utilizas,Tenes guardias,Cuanto cobras por guardia (en tu moneda local),"Porcentaje, bruto o neto",Que tan conforme estas con tu sueldo,Como crees que esta tu sueldo con respecto a Enero 2017,Recibis algun tipo de bono,A que esta atado el bono,Tuviste ajustes por inflacion en 2017,De que % fue el ajuste,Cambiaste de empresa en los ultimos 6 meses,Cual fue el principal motivo de cambio,Beneficios extra
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,3,1,No,0,Analista funcional,Full-Time,23600,1403,Neto,1001,,,,,,,,,,3,3,De uno a tres sueldos,Performance de la compania,Dos,17,No,No cambie de empresa,"Abono de celular y/o Internet, Aumento por inflacion, Bonos por desempeno, Clases de idiomas, Descuentos en gimnasios, Guarderia, Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
Hombre,24 - 26,Santa Fe,Menos de un ano,Menos de un ano,No,0,Analista Funcional,Full-Time,16000,951,Neto,100,,,,,,,,,,1,2,No,No recibo bono,Uno,12,No,No cambie de empresa,Aumento por inflacion
Mujer,24 - 26,Misiones,Menos de un ano,Menos de un ano,No,0,Analista Funcional,Full-Time,23650,1406,Neto,200,,,,,,,,,,3,3,No,No recibo bono,No,0,No,No cambie de empresa,"Capacitaciones y/o cursos, Descuentos en gimnasios"
Mujer,24 - 26,Ciudad Autonoma de Buenos Aires,6,2,Si,4,Analista funcional,Full-Time,20500,1219,Neto,100,,,,,,,,,,2,3,Un sueldo,Performance de la compania,Uno,12,No,No cambie de empresa,Ninguna de las anteriores
Mujer,24 - 26,Ciudad Autonoma de Buenos Aires,Menos de un ano,Menos de un ano,No,0,Analista funcional,Part-Time,18000,1070,Bruto,100,,,,,,,,,,4,4,No,No recibo bono,Uno,44,No,No cambie de empresa,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,21 - 23,Ciudad Autonoma de Buenos Aires,2,2,No,0,Analista Funcional,Part-Time,10000,594,Neto,100,,,,,,,,,,2,2,No,No recibo bono,No,0,No,No cambie de empresa,Masajes
Mujer,31 - 33,Ciudad Autonoma de Buenos Aires,10+,6,Si,1,Analista funcional sap,Full-Time,23000,1368,Neto,100,,,,,,,,,,2,3,Menos de un sueldo,Performance individual,Uno,0,No,No cambie de empresa,Horarios flexibles
Hombre,37 - 40,GBA,10+,5,Si,4,Analista infra + supervisor de soporte,Full-Time,29000,1725,Neto,1000,,,,,,,,,,2,3,Un sueldo,Mix de las anteriores,Dos,21,No,No cambie de empresa,"Abono de celular y/o Internet, Bonos por desempeno, Capacitaciones y/o cursos, Comidas pagas/subvencionadas, Horarios flexibles"
Mujer,27 - 30,Ciudad Autonoma de Buenos Aires,5,Menos de un ano,No,0,Analista PMO,Full-Time,30890,1837,Neto,1000,,,,,,,,,,2,3,No,No recibo bono,Dos,10,Si,Desafios profesionales,"Horarios flexibles, Laptop, Masajes"
Hombre,41 - 45,Ciudad Autonoma de Buenos Aires,10+,10+,No,0,Analista programador,Full-Time,71000,4223,Bruto,500,,,,,,,,,,2,3,Menos de un sueldo,no se,Uno,10,No,No cambie de empresa,"Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios"
Mujer,31 - 33,Cordoba,9,2,No,0,Analista Seguridad Sap,Tercerizado (trabajo a traves de consultora o agencia),18000,1070,Bruto,500,,,,,,,,,,1,1,No,No recibo bono,Uno,11,No,No cambie de empresa,"Comidas pagas/subvencionadas, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,50+,Ciudad Autonoma de Buenos Aires,10+,1,No,0,Analista Senior,Tercerizado (trabajo a traves de consultora o agencia),27000,1606,Neto,1000,,,,,,,,,,3,2,No,No recibo bono,Uno,24,No,No cambie de empresa,"Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc), Snacks, golosinas, bebidas"
Mujer,27 - 30,Ciudad Autonoma de Buenos Aires,7,1,Si,1,Analista sr,Full-Time,23000,1368,Neto,1001,,,,,,,,,,2,2,Menos de un sueldo,Por permanencia,Dos,24,No,No cambie de empresa,"Abono de celular y/o Internet, Aumento por inflacion, Bonos por desempeno, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Guarderia, Horarios flexibles"
Mujer,50+,Ciudad Autonoma de Buenos Aires,10+,10+,No,0,analista tecnico,Full-Time,38500,2290,Bruto,100,,,,,,,,,,3,2,No,No recibo bono,No,0,No,No cambie de empresa,Ninguna de las anteriores
Hombre,37 - 40,Provincia de Buenos Aires,10+,5,No,0,analista tecnico,Full-Time,21500,1279,Neto,500,,,,,,,,,,3,2,No,No recibo bono,Uno,10,No,No cambie de empresa,"Aumento por inflacion, Ninguna de las anteriores"
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,10+,1,No,0,Analista Tecnico,Full-Time,24000,1427,Neto,1001,,,,,,,,,,2,2,Menos de un sueldo,Performance individual,Uno,9.6,No,No cambie de empresa,"Aumento por inflacion, Bonos por desempeno, Capacitaciones y/o cursos, Comidas pagas/subvencionadas, Horarios flexibles, Laptop, Sueldo divido en dos pagos por mes, WFH (Trabajar desde casa)"
Hombre,27 - 30,Ciudad Autonoma de Buenos Aires,Menos de un ano,Menos de un ano,No,0,Analista Tecnico Funcional,Full-Time,14000,832,Bruto,200,,,,,,,,,,2,1,No,No recibo bono,No,0,Si,Desafios profesionales,"Clases de idiomas, Descuentos en gimnasios"
Mujer,24 - 26,Ciudad Autonoma de Buenos Aires,7,1,Si,4,Analista tecnico funcional,Full-Time,32000,1903,Bruto,1001,,,,,,,,,,2,3,No,No recibo bono,Dos,20,No,No cambie de empresa,Ninguna de las anteriores
Hombre,37 - 40,Mendoza,10+,4,No,0,Analyst,Full-Time,30000,1784,Neto,1001,,,,,,,,,,2,2,Un sueldo,Mix de las anteriores,Uno,10,No,No cambie de empresa,"Comidas pagas/subvencionadas, Horarios flexibles, Laptop"
Otros,37 - 40,Ciudad Autonoma de Buenos Aires,3,1,No,0,Analyst,Full-Time,53000,3152,Bruto,1001,,,,,,,,,,3,2,No,No recibo bono,No,0,No,No cambie de empresa,"Aumento por inflacion, Bonos por desempeno, Capacitaciones y/o cursos, Clases de idiomas, Stock options / Shares, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,31 - 33,Ciudad Autonoma de Buenos Aires,9,7,Si,5,Analyst,Full-Time,50000,2974,Bruto,1001,,,,,,,,,,3,3,De uno a tres sueldos,Mix de las anteriores,Uno,22,No,No cambie de empresa,"Aumento por inflacion, Capacitaciones y/o cursos, Descuentos en gimnasios, Horarios flexibles"
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,1,1,No,0,Analyst,Full-Time,24000,1427,Neto,1001,,,,,,,,,,3,3,De uno a tres sueldos,Mix de las anteriores,Dos,17,No,No cambie de empresa,"Abono de celular y/o Internet, Aumento por inflacion, Bonos por desempeno, Clases de idiomas, Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
Hombre,24 - 26,Santa Fe,2,2,Si,1,Analyst,Full-Time,21000,1249,Neto,100,,,,,,,,,,2,2,No,No recibo bono,Uno,10,No,No cambie de empresa,"Abono de celular y/o Internet, Viajes al exterior, Viaticos, WFH (Trabajar desde casa)"
Hombre,24 - 26,Ciudad Autonoma de Buenos Aires,2,1,No,0,Analyst,Full-Time,17000,1011,Neto,200,,,,,,,,,,2,1,No,No recibo bono,Uno,20,Si,Salario,Capacitaciones y/o cursos
Mujer,24 - 26,Ciudad Autonoma de Buenos Aires,6,2,Si,1,analyst,Full-Time,20000,1189,Neto,1001,,,,,,,,,,2,2,Menos de un sueldo,Mix de las anteriores,Dos,10,No,No cambie de empresa,"Abono de celular y/o Internet, Bonos por desempeno, Capacitaciones y/o cursos, Comidas pagas/subvencionadas, Descuentos en gimnasios, Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc), Guarderia, Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
Hombre,21 - 23,Ciudad Autonoma de Buenos Aires,1,1,No,0,Analyst,Full-Time,14561,866,Neto,1001,,,,,,,,,,2,2,De uno a tres sueldos,Performance individual,Uno,25,No,No cambie de empresa,"Abono de celular y/o Internet, Bonos por desempeno, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Guarderia, Horarios flexibles, Laptop, Masajes, Playroom, WFH (Trabajar desde casa)"
Hombre,24 - 26,Provincia de Buenos Aires,1,Menos de un ano,No,0,Analyst Process,Full-Time,29000,1725,Bruto,1001,,,,,,,,,,3,2,No,No recibo bono,Uno,10,No,No cambie de empresa,"Comidas pagas/subvencionadas, Descuentos en gimnasios, Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc), Laptop, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Mujer,37 - 40,Ciudad Autonoma de Buenos Aires,10+,5,No,0,Analyts,Full-Time,38600,2296,Neto,1001,,,,,,,,,,2,2,Un sueldo,Mix de las anteriores,Uno,13,No,No cambie de empresa,gimnasia descuento
Mujer,27 - 30,Rio Negro,5,2,Si,3,Apoyo Tecnico,Full-Time,26000,1546,Neto,500,,,,,,,,,,2,2,No,No recibo bono,Uno,20,No,No cambie de empresa,"Capacitaciones y/o cursos, Laptop"
Hombre,37 - 40,GBA,10+,9,Si,15,Application packager,Full-Time,34000,2022,Bruto,1001,,,,,,,,,,2,2,Menos de un sueldo,Mix de las anteriores,Uno,22,No,No cambie de empresa,"Bonos por desempeno, Capacitaciones y/o cursos, Guarderia, Horarios flexibles, Laptop, Sueldo divido en dos pagos por mes, Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,21 - 23,Ciudad Autonoma de Buenos Aires,3,3,No,0,Application Support,Full-Time,19000,1130,Neto,1001,,,,,,,,,,1,1,Un sueldo,Bono por permanencia,Uno,10,No,No cambie de empresa,"Abono de celular y/o Internet, Aumento por inflacion, Bonos por desempeno, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Guarderia, Laptop, WFH (Trabajar desde casa)"
Hombre,50+,Ciudad Autonoma de Buenos Aires,10+,10+,Si,16,Architect,Full-Time,50000,2974,Neto,200,,,,,,,,,,2,2,3+ sueldos,Performance de la compania,Uno,4,No,No cambie de empresa,"Abono de celular y/o Internet, Bonos por desempeno, Capacitaciones y/o cursos, Comidas pagas/subvencionadas, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, Viaticos"
Hombre,50+,Ciudad Autonoma de Buenos Aires,10+,10+,Si,4,Architect,Full-Time,45000,2676,Neto,1001,,,,,,,,,,2,2,No,No recibo bono,Uno,20,No,No cambie de empresa,Ninguna de las anteriores
Hombre,50+,Ciudad Autonoma de Buenos Aires,10+,10+,No,0,Architect,Full-Time,44000,2617,Bruto,1001,,,,,,,,,,2,1,No,No recibo bono,Dos,25,No,No cambie de empresa,"Horarios flexibles, WFH (Trabajar desde casa)"
Hombre,50+,Ciudad Autonoma de Buenos Aires,10+,9,No,0,Architect,Full-Time,40468.5,2407,Bruto,100,,,,,,,,,,2,2,Menos de un sueldo,Performance individual,Uno,15,No,No cambie de empresa,"Abono de celular y/o Internet, Capacitaciones y/o cursos, Laptop"
Mujer,50+,Tierra del Fuego,10+,10+,Si,6,Architect,Full-Time,72000,4283,Neto,1001,,,,,,,,,,4,3,No,No recibo bono,No,0,No,No cambie de empresa,Ninguna de las anteriores
Hombre,46 - 49,GBA,10+,Menos de un ano,Si,1,Architect,Remoto (empresa de otro pais),104000,6186,Bruto,10,,,,,,,,,,2,1,No,Performance de la compania,No,0,Si,Salario,"Horarios flexibles, WFH (Trabajar desde casa)"
Hombre,46 - 49,Ciudad Autonoma de Buenos Aires,10+,7,No,0,Architect,Full-Time,50000,2974,Bruto,500,,,,,,,,,,2,2,De uno a tres sueldos,Mix de las anteriores,Uno,18,No,No cambie de empresa,"Aumento por inflacion, Bonos por desempeno, Clases de idiomas, Descuentos en gimnasios, Laptop, Masajes, Playroom, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior"
Hombre,46 - 49,Ciudad Autonoma de Buenos Aires,10+,Menos de un ano,Si,3,Architect,Full-Time,35000,2082,Bruto,100,,,,,,,,,,3,3,No,No recibo bono,Uno,10,Si,Salario,"Aumento por inflacion, Capacitaciones y/o cursos, Comidas pagas/subvencionadas, Horarios flexibles, Laptop, Snacks, golosinas, bebidas"
Hombre,46 - 49,Provincia de Buenos Aires,10+,5,No,0,Architect,Full-Time,30000,1784,Bruto,1001,,,,,,,,,,2,1,No,No recibo bono,No,0,No,No cambie de empresa,"Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc), Horarios flexibles, Laptop, Masajes, Playroom, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,41 - 45,Ciudad Autonoma de Buenos Aires,10+,1,No,0,Architect,Full-Time,95000,5651,Bruto,200,,,,,,,,,,2,1,De uno a tres sueldos,Mix de las anteriores,No,0,No,No cambie de empresa,"Abono de celular y/o Internet, Bonos por desempeno, Descuentos en gimnasios, Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc), Guarderia, Horarios flexibles, Stock options / Shares"
Hombre,41 - 45,Ciudad Autonoma de Buenos Aires,10+,8,Si,6,Architect,Full-Time,90000,5353,Bruto,1001,,,,,,,,,,3,2,Un sueldo,Mix de las anteriores,Uno,10,No,No cambie de empresa,"Abono de celular y/o Internet, Aumento por inflacion, Bonos por desempeno, Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Horarios flexibles"
Hombre,41 - 45,Ciudad Autonoma de Buenos Aires,10+,6,Si,1,Architect,Full-Time,79900,4753,Bruto,1000,,,,,,,,,,3,3,Un sueldo,Performance grupal,Dos,22,No,No cambie de empresa,"Aumento por inflacion, Bonos por desempeno, Capacitaciones y/o cursos, Clases de idiomas, Cuota para universidad, Descuentos en gimnasios, Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc), Horarios flexibles"
Hombre,41 - 45,Corrientes,10+,8,Si,20,Architect,Full-Time,70000,4164,Bruto,1001,,,,,,,,,,2,2,Menos de un sueldo,Performance de la compania,No,0,No,No cambie de empresa,"Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,41 - 45,Ciudad Autonoma de Buenos Aires,10+,5,No,0,Architect,Full-Time,62000,3688,Neto,200,,,,,,,,,,3,3,De uno a tres sueldos,Mix de las anteriores,Uno,18.5,No,No cambie de empresa,"Abono de celular y/o Internet, Aumento por inflacion, Bonos por desempeno, Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Horarios flexibles, Laptop, Snacks, golosinas, bebidas, Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,41 - 45,Ciudad Autonoma de Buenos Aires,10+,5,No,0,Architect,Full-Time,62000,3688,Bruto,200,,,,,,,,,,3,3,De uno a tres sueldos,Mix de las anteriores,Uno,18.5,No,No cambie de empresa,"Abono de celular y/o Internet, Aumento por inflacion, Bonos por desempeno, Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Horarios flexibles, Laptop, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,41 - 45,Ciudad Autonoma de Buenos Aires,10+,Menos de un ano,No,0,Architect,Full-Time,55000,3271,Bruto,1001,,,,,,,,,,4,3,De uno a tres sueldos,Performance de la compania,No,0,No,No cambie de empresa,"Aumento por inflacion, Bonos por desempeno, Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc), Horarios flexibles, Laptop, Viajes al exterior"
Hombre,41 - 45,Ciudad Autonoma de Buenos Aires,10+,6,Si,14,Architect,Full-Time,50000,2974,Bruto,100,,,,,,,,,,3,1,Un sueldo,Mix de las anteriores,No,0,No,No cambie de empresa,Ninguna de las anteriores
Hombre,41 - 45,Ciudad Autonoma de Buenos Aires,10+,2,Si,2,Architect,Full-Time,50000,2974,Bruto,1001,,,,,,,,,,3,3,Menos de un sueldo,Mix de las anteriores,Uno,16,No,No cambie de empresa,"Abono de celular y/o Internet, Aumento por inflacion, Bonos por desempeno, Capacitaciones y/o cursos, Clases de idiomas, Descuentos en gimnasios, Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
Hombre,41 - 45,Ciudad Autonoma de Buenos Aires,10+,2,No,0,Architect,Full-Time,49000,2914,Bruto,1000,,,,,,,,,,3,3,Un sueldo,Mix de las anteriores,Dos,20,No,No cambie de empresa,"Abono de celular y/o Internet, Aumento por inflacion, Bonos por desempeno, Capacitaciones y/o cursos, Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc), Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
Hombre,41 - 45,Ciudad Autonoma de Buenos Aires,10+,3,No,0,Architect,Full-Time,48000,2855,Bruto,500,,,,,,,,,,3,3,Un sueldo,Mix de las anteriores,Dos,20,No,No cambie de empresa,"Abono de celular y/o Internet, Aumento por inflacion, Bonos por desempeno, Capacitaciones y/o cursos, Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc), Horarios flexibles, Laptop, Snacks, golosinas, bebidas, WFH (Trabajar desde casa)"
Hombre,41 - 45,Ciudad Autonoma de Buenos Aires,10+,10+,No,0,Architect,Full-Time,47000,2795,Bruto,500,,,,,,,,,,1,2,Menos de un sueldo,Amiguismo,Uno,10,Si,Salario,Laptop
Hombre,41 - 45,Provincia de Buenos Aires,10+,2,Si,5,Architect,Full-Time,42500,2528,Bruto,1001,,,,,,,,,,1,1,No,No recibo bono,Uno,21,No,No cambie de empresa,"Clases de idiomas, Descuentos en gimnasios, Laptop, Masajes, WFH (Trabajar desde casa)"
Hombre,41 - 45,GBA,10+,3,Si,4,Architect,Full-Time,33000,1963,Neto,1000,,,,,,,,,,2,2,No,No recibo bono,No,0,No,No cambie de empresa,"Abono de celular y/o Internet, Comidas pagas/subvencionadas, Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc), Laptop"
Hombre,41 - 45,Santa Fe,7,5,Si,3,Architect,Full-Time,31000,1844,Neto,10,,,,,,,,,,3,2,No,No recibo bono,Uno,19,No,No cambie de empresa,WFH (Trabajar desde casa)
Hombre,41 - 45,Ciudad Autonoma de Buenos Aires,10+,10+,Si,1,Architect,Full-Time,30000,1784,Bruto,100,,,,,,,,,,2,2,Un sueldo,Performance individual,No,0,No,No cambie de empresa,Capacitaciones y/o cursos
Hombre,41 - 45,Santa Fe,10+,7,Si,12,Architect,Full-Time,30000,1784,Neto,100,,,,,,,,,,3,3,Un sueldo,Performance de la compania,Uno,12,No,No cambie de empresa,"Aumento por inflacion, Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,41 - 45,Cordoba,10+,2,No,0,Architect,Tercerizado (trabajo a traves de consultora o agencia),28500,1695,Neto,1001,,,,,,,,,,2,1,No,No recibo bono,Uno,16,No,No cambie de empresa,"Abono de celular y/o Internet, Aumento por inflacion, Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc), Laptop, Snacks, golosinas, bebidas, Viaticos, WFH (Trabajar desde casa)"
Hombre,41 - 45,GBA,10+,10+,Si,2,Architect,Full-Time,22000,1308,Bruto,10,,,,,,,,,,2,2,No,No recibo bono,Dos,20,No,No cambie de empresa,Aumento por inflacion
Mujer,41 - 45,Ciudad Autonoma de Buenos Aires,10+,2,No,0,Architect,Full-Time,37000,2201,Neto,1001,,,,,,,,,,2,2,No,No recibo bono,No,0,No,No cambie de empresa,"Capacitaciones y/o cursos, Clases de idiomas, Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc), Laptop, Masajes, WFH (Trabajar desde casa)"
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,10+,10+,No,0,Architect,Freelance,100000,5948,Neto,100,,,,,,,,,,4,3,No,No recibo bono,No,0,No,No cambie de empresa,"Comidas pagas/subvencionadas, WFH (Trabajar desde casa)"
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,10+,10+,Si,12,Architect,Full-Time,100000,5948,Bruto,1001,,,,,,,,,,3,2,3+ sueldos,Performance de la compania,Uno,15,No,No cambie de empresa,Guarderia
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,10+,8,Si,5,Architect,Full-Time,85000,5056,Bruto,1001,,,,,,,,,,3,3,Un sueldo,Mix de las anteriores,No,0,No,No cambie de empresa,"Guarderia, Sueldo divido en dos pagos por mes"
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,10+,7,No,0,Architect,Full-Time,82000,4878,Bruto,10,,,,,,,,,,3,3,De uno a tres sueldos,Performance de la compania,Uno,20,No,No cambie de empresa,"Abono de celular y/o Internet, Capacitaciones y/o cursos"
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,10+,1,Si,5,Architect,Full-Time,77000,4580,Bruto,500,,,,,,,,,,3,2,No,No recibo bono,Uno,12,No,No cambie de empresa,"Abono de celular y/o Internet, Aumento por inflacion, Descuentos en gimnasios, Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc), Horarios flexibles, Laptop, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,10+,4,Si,5,Architect,Full-Time,73200,4354,Bruto,100,,,,,,,,,,2,1,No,No recibo bono,No,0,Si,Desafios profesionales,Ninguna de las anteriores
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,10+,6,No,0,Architect,Remoto (empresa de otro pais),70000,4164,Bruto,1000,,,,,,,,,,4,4,Menos de un sueldo,Mix de las anteriores,Uno,5,No,No cambie de empresa,"Abono de celular y/o Internet, Aumento por inflacion, Horarios flexibles, Laptop, Playroom, Viaticos, WFH (Trabajar desde casa)"
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,10+,4,Si,16,Architect,Full-Time,70000,4164,Bruto,1000,,,,,,,,,,1,2,De uno a tres sueldos,Performance de la compania,Uno,10,Si,Salario,"Bonos por desempeno, Clases de idiomas, Cuota para universidad, Descuentos en gimnasios, Guarderia, Horarios flexibles, WFH (Trabajar desde casa)"
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,10+,4,Si,4,Architect,Full-Time,70000,4164,Bruto,1001,,,,,,,,,,2,1,De uno a tres sueldos,Mix de las anteriores,Uno,20,No,No cambie de empresa,"Aumento por inflacion, Bonos por desempeno, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Horarios flexibles, Laptop, WFH (Trabajar desde casa)"
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,10+,3,Si,7,Architect,Full-Time,70000,4164,Bruto,1001,,,,,,,,,,3,3,De uno a tres sueldos,Performance de la compania,Uno,14,No,No cambie de empresa,"Abono de celular y/o Internet, Aumento por inflacion, Bonos por desempeno, Capacitaciones y/o cursos, Clases de idiomas, Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc), Horarios flexibles, Laptop, Masajes, Snacks, golosinas, bebidas, Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,10+,1,No,0,Architect,Full-Time,67500,4015,Bruto,10,,,,,,,,,,2,2,Un sueldo,Performance de la compania,No,0,No,No cambie de empresa,WFH (Trabajar desde casa)
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,10+,10+,Si,3,Architect,Full-Time,66050,3929,Bruto,1001,,,,,,,,,,3,2,Menos de un sueldo,Performance de la compania,Dos,20,No,No cambie de empresa,"Aumento por inflacion, Comidas pagas/subvencionadas, Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc), Laptop"
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,10+,4,No,0,Architect,Full-Time,60000,3569,Neto,1001,,,,,,,,,,3,3,Un sueldo,Performance de la compania,Uno,19,No,No cambie de empresa,"Aumento por inflacion, Capacitaciones y/o cursos, Sueldo divido en dos pagos por mes, Vacaciones flexibles (adicionales a las reglamentarias)"
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,10+,3,No,0,Architect,Full-Time,60000,3569,Bruto,1001,,,,,,,,,,3,2,Menos de un sueldo,Performance de la compania,Uno,19,No,No cambie de empresa,"Aumento por inflacion, Capacitaciones y/o cursos, Guarderia"
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,10+,1,Si,5,Architect,Full-Time,55000,3271,Bruto,100,,,,,,,,,,3,4,Un sueldo,Mix de las anteriores,Mas de dos,20,No,Salario,"Comidas pagas/subvencionadas, Guarderia, Horarios flexibles, Playroom, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, WFH (Trabajar desde casa)"
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,10+,6,Si,4,Architect,Full-Time,55000,3271,Bruto,1001,,,,,,,,,,2,2,De uno a tres sueldos,Mix de las anteriores,Dos,18,No,No cambie de empresa,"Abono de celular y/o Internet, Aumento por inflacion, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Descuentos varios (Clarin 365, Club La Nacion, programas de beneficios, etc), Guarderia, Horarios flexibles, Laptop, Masajes, Vacaciones flexibles (adicionales a las reglamentarias), WFH (Trabajar desde casa)"
Hombre,37 - 40,Provincia de Buenos Aires,10+,Menos de un ano,No,0,Architect,Full-Time,54000,3212,Bruto,1001,,,,,,,,,,3,2,Menos de un sueldo,Sindical,No,0,Si,Desafios profesionales,"Abono de celular y/o Internet, Comidas pagas/subvencionadas, Laptop, Viaticos"
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,10+,1,No,0,Architect,Full-Time,53000,3152,Neto,200,,,,,,,,,,3,3,No,No recibo bono,Dos,40,No,No cambie de empresa,"Aumento por inflacion, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Horarios flexibles, Laptop, Masajes, Playroom, Snacks, golosinas, bebidas, Vacaciones flexibles (adicionales a las reglamentarias), Viajes al exterior, Viaticos, WFH (Trabajar desde casa)"
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,10+,5,Si,2,Architect,Full-Time,50000,2974,Neto,100,,,,,,,,,,3,3,3+ sueldos,Performance individual,Dos,20,No,No cambie de empresa,"Aumento por inflacion, Bonos por desempeno, Laptop, WFH (Trabajar desde casa)"
Hombre,37 - 40,Ciudad Autonoma de Buenos Aires,10+,9,Si,25,Architect,Full-Time,50000,2974,Neto,500,,,,,,,,,,3,3,De uno a tres sueldos,Performance individual,Uno,18,No,No cambie de empresa,"Abono de celular y/o Internet, Aumento por inflacion, Bonos por desempeno, Capacitaciones y/o cursos, Clases de idiomas, Comidas pagas/subvencionadas, Descuentos en gimnasios, Laptop"
Hombre,37 - 40,Cordoba,10+,6,No,0,Architect,Full-Time,50000,2974,Bruto,1001,,,,,,,,,,2,2,Menos de un sueldo,Mix de las anteriores,No,0,No,No cambie de empresa,"Bonos por desempeno, Capacitaciones y/o cursos, WFH (Trabajar desde casa)"
